Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
Óscar Mingueza,ESP,"DF,CC",24,9,9,810,9.0,1,0,1,1,0,0,0,0,1.5,1.5,1.0,2.5,16,31,40,0.11,0.00,0.11,0.11,0.11,0.17,0.12,0.28,0.17,0.28
