Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
Antonio Rüdiger,GER,DF,30,9,8,761,8.5,0,0,0,0,0,0,4,0,0.2,0.2,0.4,0.6,11,26,0,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
