Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
Aleix García,ESP,CC,26,9,9,810,9.0,2,1,3,2,0,0,1,0,0.5,0.5,1.6,2.1,8,68,4,0.22,0.11,0.33,0.22,0.33,0.06,0.17,0.23,0.06,0.23
