Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
Sergio Akieme,ESP,DF,25,8,8,720,8.0,2,0,2,2,0,0,1,0,1.0,1.0,0.7,1.8,16,17,42,0.25,0.00,0.25,0.25,0.25,0.13,0.09,0.22,0.13,0.22
