Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
Loïc Bade,FRA,DF,23,7,7,620,6.9,0,1,1,0,0,0,1,1,0.5,0.5,0.2,0.7,4,27,0,0.00,0.15,0.15,0.00,0.15,0.08,0.03,0.11,0.08,0.11
