iter	RMSE
437	470.1312428
438	469.9856799
439	469.7117072
440	469.6143503
441	469.5362369
442	469.3548663
443	469.2560931
444	469.0387544
445	468.9497313
446	468.8783226
447	468.8069486
448	468.6849261
449	468.4652596
450	468.2479693
451	468.0675389
452	467.9826243
453	467.8993118
454	467.6949874
455	467.5567193
456	467.2622448
457	467.2244206
458	467.1337851
459	467.1013096
460	467.0718197
461	466.9467773
462	466.8520706
463	466.7747189
464	466.6804903
465	466.4883906
466	466.4622591
467	466.2742549
468	466.2480389
469	466.0724423
470	465.9674138
471	465.7021709
472	465.5460055
473	465.3617601
474	465.2371412
475	465.0595476
476	464.9856573
477	464.7861277
478	464.667827
479	464.5362064
480	464.3717572
481	464.1879668
482	464.1118221
483	463.9474774
484	463.8095115
485	463.7493746
486	463.630869
487	463.5451766
488	463.5230155
489	463.4620235
490	463.4037262
491	463.3198752
492	463.2217585
493	463.1282314
494	463.0404927
495	462.9236593
496	462.7616792
497	462.6189403
498	462.4888261
499	462.3629813
500	462.2231459
501	462.1229065
502	462.023355
503	461.9461149
504	461.7745903
505	461.5291626
506	461.3684276
507	461.283643
508	461.1807722
509	461.0695443
510	461.0374927
511	460.9454921
512	460.8929883
513	460.8238925
514	460.7424858
515	460.6944614
516	460.6220149
517	460.5781718
518	460.5124411
519	460.4498742
520	460.2887233
521	460.1957382
522	460.1343993
523	460.0544025
524	459.9034805
525	459.707299
526	459.5393338
527	459.4806547
528	459.3769906
529	459.3034504
530	459.2358076
531	459.1880372
532	459.0236439
533	458.9077249
534	458.8450338
535	458.7671513
536	458.6877193
537	458.5934454
538	458.3810709
539	458.2554514
540	458.1915455
541	458.1353141
542	458.0116905
543	457.9915578
544	457.8607414
545	457.7623871
546	457.6267187
547	457.5077627
548	457.4415875
549	457.3076241
550	457.2145847
551	457.0678818
552	456.8269095
553	456.764671
554	456.6764327
555	456.5393596
556	456.3555513
557	456.2068459
558	456.1892608
559	456.125433
560	456.0543665
561	455.9710127
562	455.8876696
563	455.8473074
564	455.7096725
565	455.5162817
566	455.410787
567	455.1835043
568	455.090084
569	455.020682
570	454.8279413
571	454.7730188
572	454.6809243
573	454.5653952
574	454.522179
575	454.4700256
576	454.3174336
577	454.2380705
578	454.1829088
579	454.0810688
580	454.0206847
581	453.9593299
582	453.9430802
583	453.8725893
584	453.7757333
585	453.7078523
586	453.5824907
587	453.4771054
588	453.2639377
589	453.1760841
590	452.9820991
591	452.8596517
592	452.8236518
593	452.7224909
594	452.6045182
595	452.5220349
596	452.3446076
597	452.2145049
598	452.1964084
599	452.1307594
600	452.0130251
601	451.9453486
602	451.9091479
603	451.8235795
604	451.6209707
605	451.5100671
606	451.433227
607	451.3552464
608	451.2958886
609	451.1843983
610	451.1552029
611	451.0526568
612	450.9247462
613	450.8006092
614	450.7181345
615	450.6630551
616	450.5796703
617	450.5309705
618	450.5049226
619	450.4336637
620	450.4189055
621	450.3045427
622	450.2568059
623	450.2247109
624	450.1233743
625	450.0109589
626	449.9521219
627	449.8283622
628	449.6707989
629	449.5693211
630	449.4377456
631	449.394419
632	449.2687174
633	449.1496596
634	448.9707646
635	448.9153012
636	448.8626455
637	448.7615449
638	448.7186851
639	448.6475911
640	448.4824196
641	448.4385222
642	448.4067952
643	448.3391258
644	448.31603
645	448.2928437
646	448.1765256
647	448.0404287
648	447.9039604
649	447.853115
650	447.7294982
651	447.5785743
652	447.4301016
653	447.3030722
654	447.2354377
655	447.1947409
656	447.1691632
657	447.1313534
658	447.0801126
659	447.0194229
660	446.9739274
661	446.8882127
662	446.8411084
663	446.751109
664	446.6899826
665	446.574004
666	446.4839988
667	446.4067775
668	446.3319749
669	446.3011407
670	446.2975237
671	446.2735523
672	446.2642781
673	446.0775151
674	445.9367596
675	445.9127487
676	445.8229624
677	445.5809525
678	445.5253425
679	445.270082
680	445.2615925
681	445.1777632
682	445.1395963
683	445.0933574
684	444.957275
685	444.9164216
686	444.8052952
687	444.7734083
688	444.5922223
689	444.5393057
690	444.459705
691	444.4443485
692	444.4249634
693	444.4217777
694	444.3066086
695	444.23134
696	444.0967514
697	443.9070735
698	443.8748101
699	443.8502884
700	443.7223318
701	443.6124206
702	443.584185
703	443.5812061
704	443.5313301
705	443.4486357
706	443.3699145
707	443.2918773
708	443.1958169
709	442.9884035
710	442.8091498
711	442.7164962
712	442.5923564
713	442.5425632
714	442.3719111
715	442.177219
716	442.0239087
717	441.9958714
718	441.9626567
719	441.8649761
720	441.852174
721	441.703758
722	441.664442
723	441.5713124
724	441.4186833
725	441.2540819
726	441.1299865
727	441.102384
728	441.0868179
729	440.8642427
730	440.8507316
731	440.8130538
732	440.7883767
733	440.7100206
734	440.5847029
735	440.448659
736	440.3273116
737	440.1188505
738	440.0825172
739	440.0428654
740	439.9712296
741	439.9355506
742	439.8665172
743	439.8442881
744	439.7982758
745	439.7806762
746	439.7284799
747	439.5947494
748	439.4804221
749	439.311344
750	439.1930818
751	439.0852848
752	439.0703223
753	439.0088492
754	438.9183305
755	438.8361398
756	438.7220356
757	438.6807723
758	438.6208664
759	438.4554861
760	438.346432
761	438.3369955
762	438.2924263
763	438.186953
764	438.0953312
765	438.0461175
766	437.8855905
767	437.7532046
768	437.7159572
769	437.6604464
770	437.609389
771	437.4551216
772	437.3740404
773	437.2132576
774	437.0434194
775	436.9100522
776	436.7934249
777	436.5944364
778	436.5676655
779	436.5082292
780	436.4762503
781	436.3287762
782	436.2961392
783	436.1839176
784	436.1018267
785	435.9555456
786	435.9387807
787	435.9001616
788	435.8617666
789	435.7176956
790	435.6576086
791	435.6548707
792	435.619445
793	435.5535818
794	435.4918899
795	435.4394256
796	435.3382789
797	435.2919539
798	435.2606762
799	435.1890567
800	435.1450342
801	435.1424141
802	435.1122967
803	434.896452
804	434.8672858
805	434.8504342
806	434.778133
807	434.6169601
808	434.5929398
809	434.5868886
810	434.4624435
811	434.2896893
812	434.2872613
813	434.2807934
814	434.1222073
815	434.0302102
816	433.9993068
817	433.9939623
818	433.7928642
819	433.7807287
820	433.6948608
821	433.6452967
822	433.5514935
823	433.4684283
824	433.3436239
825	433.271328
826	433.2651861
827	433.1940938
828	433.1595092
829	433.0981708
830	433.0960118
831	433.0904127
832	432.9900473
833	432.9854073
834	432.8930209
835	432.8509646
836	432.6974861
837	432.6480714
838	432.4660021
839	432.3347168
840	432.1762662
841	432.142067
842	432.0454783
843	432.0079592
844	431.9911954
845	431.8334229
846	431.739238
847	431.6268394
848	431.5985995
849	431.5040454
850	431.440965
851	431.3641714
852	431.2668678
853	431.1351101
854	431.0413474
855	430.9455265
856	430.7756402
857	430.744836
858	430.6889993
859	430.5899648
860	430.5221141
861	430.473597
862	430.3730825
863	430.3298459
864	430.1856793
865	430.1412271
866	430.0326289
867	429.954566
868	429.914757
869	429.8685505
870	429.8229437
871	429.7750203
872	429.6108641
873	429.5660997
874	429.3625818
875	429.3052444
876	429.2112501
877	429.193778
878	429.125549
879	429.1207599
880	429.0040359
881	428.9631865
882	428.8283736
883	428.7670563
884	428.6518785
885	428.6164654
886	428.5562992
887	428.4351605
888	428.3514276
889	428.1698758
890	428.0794441
891	427.9131341
892	427.8467392
893	427.8081121
894	427.7777484
895	427.6710864
896	427.5810496
897	427.5529734
898	427.4163684
899	427.33815
900	427.3030777
901	427.2823401
902	427.145115
903	427.0325401
904	426.9061741
905	426.8321236
906	426.7842118
907	426.7102756
908	426.5863983
909	426.5281365
910	426.4440826
911	426.4392449
912	426.4202038
913	426.3683952
914	426.2481795
915	426.1588938
916	426.0965003
917	426.017069
918	425.9046098
919	425.8082485
920	425.7424808
921	425.7259127
922	425.638322
923	425.4969632
924	425.430854
925	425.3127565
926	425.1837043
927	425.073067
928	425.0621407
929	424.9652049
930	424.9519622
931	424.884605
932	424.8179623
933	424.7806505
934	424.7373109
935	424.645238
936	424.5763404
937	424.4680317
938	424.443954
939	424.331631
940	424.2239632
941	424.1182597
942	423.989394
943	423.9201932
944	423.842303
945	423.7786057
946	423.5992254
947	423.5815703
948	423.4502505
949	423.3050891
950	423.2792372
951	423.2208348
952	423.1146891
953	423.0009711
954	422.9560539
955	422.9261157
956	422.790751
957	422.7062771
958	422.6048692
959	422.5934903
960	422.464929
961	422.4087112
962	422.3665145
963	422.3357955
964	422.1336047
965	422.0478704
966	422.0188241
967	421.9456183
968	421.8303785
969	421.6780983
970	421.560837
971	421.4680022
972	421.3514091
973	421.2606434
974	421.1609841
975	421.0868839
976	421.0724897
977	421.0484792
978	420.976327
979	420.9329027
980	420.9101897
981	420.8832623
982	420.8612731
983	420.7746045
984	420.6995728
985	420.6575653
986	420.555218
987	420.4565878
988	420.4263368
989	420.3358805
990	420.2997966
991	420.278657
992	420.1881475
993	420.1116918
994	420.0541675
995	420.0314227
996	419.9228967
997	419.9183664
998	419.837362
999	419.7326046
