"id_cliente";"n_polizas_tomador_ahorro";"n_polizas_tomador_autos";"n_polizas_tomador_jubilacion";"n_polizas_tomador_jubilacion_golf";"n_polizas_tomador_no_vida";"n_polizas_tomador_rc";"n_polizas_tomador_rentas";"n_polizas_tomador_riesgo_tomador";"n_polizas_tomador_vida_riesgo";"n_polizas_tomador_vida_riesgo_pm";"n_polizas_tomador_no_vida"
9170;0;0;0;0;1;0;0;0;0;0;1
9171;4;0;0;0;1;0;0;0;0;0;1
9172;9;0;0;0;1;0;1;0;0;0;1
9173;2;0;1;1;0;0;0;0;0;1;0
9174;1;0;0;0;0;0;0;0;0;0;0
9175;1;0;0;0;2;0;0;0;0;0;2
9176;3;0;0;0;0;0;0;0;0;0;0
9177;1;0;0;0;0;0;0;0;0;0;0
9178;0;1;0;0;1;0;0;0;0;0;1
9179;3;0;0;0;0;0;0;0;0;0;0
9180;2;0;0;0;2;0;0;0;0;1;2
9181;0;0;0;0;1;0;0;0;0;0;1
9182;2;0;0;0;0;0;0;0;0;0;0
9183;1;0;1;0;0;0;0;0;0;0;0
9184;7;0;0;1;0;0;1;0;0;0;0
9185;0;0;0;0;0;0;0;0;0;0;0
9186;0;0;0;0;1;0;0;0;0;0;1
9187;0;0;0;2;0;0;0;0;0;0;0
9188;0;0;1;0;1;0;0;0;0;0;1
9189;0;0;0;0;1;0;0;0;0;0;1
9190;5;0;0;0;1;0;0;0;0;0;1
9191;0;0;0;0;1;0;0;0;0;0;1
9192;5;0;0;0;2;0;0;0;0;0;2
9193;0;0;0;0;1;0;0;0;0;0;1
9194;2;0;0;0;1;0;0;0;0;0;1
9195;0;0;0;0;1;0;0;0;0;0;1
9196;0;0;0;0;2;0;0;0;0;0;2
9197;2;0;0;0;0;0;0;0;0;1;0
9198;0;0;0;0;1;0;0;0;0;0;1
9199;0;0;0;0;0;0;0;2;0;0;0
9200;3;0;0;1;0;0;0;0;0;0;0
9201;0;0;0;0;1;0;0;0;0;0;1
9202;0;0;0;0;0;0;0;0;0;0;0
9203;0;0;0;0;1;0;0;0;0;0;1
9204;4;0;1;1;0;0;0;0;0;0;0
9205;1;0;0;0;1;0;0;0;0;0;1
9206;4;0;0;0;1;0;0;0;0;0;1
9207;3;0;0;0;4;0;0;0;0;0;4
9208;2;0;0;0;0;0;0;0;0;0;0
9209;1;0;0;0;0;0;0;2;0;0;0
9210;3;1;0;0;2;0;0;0;0;0;2
9211;1;0;0;0;0;0;0;0;0;0;0
9212;2;0;0;0;0;0;0;0;0;0;0
9213;2;0;0;0;0;0;0;0;0;0;0
9214;0;0;0;0;1;0;0;0;0;0;1
9215;0;0;0;0;1;0;0;0;0;0;1
9216;2;0;0;0;0;0;0;0;0;0;0
9217;2;0;0;0;0;0;0;0;0;0;0
9218;2;0;0;0;0;0;0;0;0;0;0
9219;2;0;2;0;0;0;0;0;0;0;0
9220;1;0;0;0;0;0;0;0;0;0;0
9221;4;0;0;0;1;0;0;0;0;0;1
9222;5;0;0;0;0;0;0;1;0;1;0
9223;1;0;0;1;0;0;0;0;0;0;0
9224;4;0;0;0;2;0;0;0;0;0;2
9225;2;0;0;0;0;0;0;0;0;0;0
9226;1;0;0;0;0;0;0;0;0;0;0
9227;4;0;0;0;2;0;0;0;0;1;2
9228;2;0;0;0;0;0;0;0;0;0;0
9229;2;0;0;0;0;0;0;0;0;0;0
9230;0;0;0;0;1;0;0;0;0;0;1
9231;0;0;0;0;1;0;0;0;0;0;1
9232;3;0;0;0;1;0;0;0;0;0;1
9233;1;0;0;0;1;0;0;0;0;0;1
9234;0;0;0;0;2;0;0;0;0;0;2
9235;1;0;0;0;0;0;0;0;0;1;0
9236;4;0;0;0;0;0;0;0;0;0;0
9237;2;0;0;0;0;0;0;0;0;0;0
9238;4;0;0;0;0;0;1;0;0;0;0
9239;0;0;0;0;1;0;0;0;0;0;1
9240;2;0;0;1;2;0;0;0;0;1;2
9241;0;0;0;0;1;0;0;0;0;0;1
9242;0;0;0;0;1;0;0;0;0;0;1
9243;0;0;0;0;1;0;0;0;0;0;1
9244;2;0;0;0;1;0;0;0;0;0;1
9245;0;1;0;0;0;0;0;0;0;0;0
9246;1;0;0;1;1;0;0;0;0;0;1
9247;5;0;0;0;1;0;1;0;0;0;1
9248;0;1;0;0;0;0;0;0;0;0;0
9249;0;0;0;0;1;0;0;0;0;0;1
9250;0;1;0;0;0;0;0;0;0;0;0
9251;2;0;0;0;2;0;0;0;0;0;2
9252;0;1;0;0;0;0;0;0;0;0;0
9253;0;0;0;0;1;0;0;0;0;0;1
9254;0;1;0;0;0;0;0;0;0;0;0
9255;3;0;0;0;0;0;0;0;0;1;0
9256;1;0;0;0;0;0;0;0;0;0;0
9257;1;0;0;0;0;0;0;0;0;0;0
9258;4;0;0;0;1;0;0;0;0;0;1
9259;0;0;0;0;1;0;0;0;0;0;1
9260;4;0;0;0;0;0;2;1;0;1;0
9261;2;0;0;0;2;0;0;0;0;0;2
9262;1;0;0;0;0;0;0;0;0;0;0
9263;0;0;0;0;1;0;0;0;0;0;1
9264;1;0;0;0;1;0;0;0;0;0;1
9265;0;0;0;0;1;0;0;0;0;0;1
9266;4;0;0;0;0;0;0;0;0;0;0
9267;1;0;0;0;0;0;0;0;0;0;0
9268;5;0;0;0;0;0;0;0;0;1;0
9269;2;0;0;0;0;0;2;0;0;1;0
9270;3;0;0;0;0;0;0;0;0;0;0
9271;0;0;0;0;1;0;0;0;0;0;1
9272;2;0;0;0;0;0;0;0;0;1;0
9273;1;0;0;0;0;0;0;0;0;0;0
9274;3;0;0;0;1;0;0;0;0;0;1
9275;0;0;0;0;1;0;0;0;0;0;1
9276;0;1;0;0;0;0;0;0;0;0;0
9277;2;0;0;1;0;0;0;0;0;0;0
9278;3;0;0;0;2;0;0;0;0;0;2
9279;0;0;0;0;1;0;0;0;0;0;1
9280;2;0;0;0;1;0;0;0;0;0;1
9281;1;0;0;1;0;0;1;1;0;0;0
9282;2;0;0;0;0;0;0;0;0;0;0
9283;1;0;0;0;0;0;0;0;0;0;0
9284;1;2;0;0;0;0;0;0;0;0;0
9285;3;0;0;0;0;0;0;0;0;0;0
9286;1;0;0;0;0;0;0;0;0;0;0
9287;1;0;0;0;0;0;0;0;0;0;0
9288;0;0;0;0;1;0;0;0;0;0;1
9289;0;0;0;0;1;0;0;0;0;0;1
9290;0;2;0;0;0;0;0;0;0;0;0
9291;3;0;0;0;1;0;0;0;0;0;1
9292;4;0;0;0;5;0;0;0;0;2;5
9293;0;1;0;0;0;0;0;0;0;0;0
9294;0;0;0;0;2;0;0;0;0;0;2
9295;2;0;0;0;2;0;0;0;0;0;2
9296;0;0;0;0;1;0;0;0;0;0;1
9297;0;0;0;0;1;0;0;0;0;0;1
9298;0;0;0;0;0;0;0;0;0;0;0
9299;0;0;0;0;1;0;0;0;0;0;1
9300;0;0;0;0;0;0;0;0;0;0;0
9301;5;0;0;1;0;0;0;1;0;0;0
9302;0;0;0;0;1;0;0;0;0;0;1
9303;1;0;0;0;1;0;0;0;0;0;1
9304;0;0;0;0;1;0;0;0;0;0;1
9305;0;0;0;0;1;0;0;0;0;0;1
9306;1;0;0;0;1;0;0;0;0;0;1
9307;0;0;0;0;1;0;0;0;0;0;1
9308;1;0;0;0;0;0;0;0;0;0;0
9309;0;0;0;0;1;0;0;0;0;0;1
9310;3;0;0;0;1;0;1;0;0;0;1
9311;1;0;0;0;0;0;1;0;0;0;0
9312;0;1;0;0;0;0;0;0;0;0;0
9313;3;0;0;0;0;0;2;0;0;0;0
9314;7;0;0;0;1;0;1;0;0;0;1
9315;0;0;0;0;0;0;0;0;0;0;0
9316;0;2;0;0;0;0;0;0;0;0;0
9317;0;0;0;2;0;0;0;0;0;0;0
9318;3;0;0;0;3;0;0;0;0;0;3
9319;1;0;0;0;1;0;0;0;0;0;1
9320;1;0;0;0;0;0;1;0;0;0;0
9321;1;0;0;0;1;0;0;0;0;0;1
9322;1;0;0;0;0;0;0;0;0;0;0
9323;0;0;0;0;1;0;0;0;0;0;1
9324;4;0;0;0;0;0;0;0;0;0;0
9325;3;0;0;0;1;0;0;0;0;0;1
9326;5;0;0;0;1;0;0;0;0;1;1
9327;2;0;0;0;0;0;0;0;0;0;0
9328;1;0;0;0;0;0;0;0;0;0;0
9329;0;0;0;0;0;0;0;0;0;0;0
9330;0;0;0;0;1;0;0;0;0;0;1
9331;0;0;0;0;1;0;0;0;0;0;1
9332;0;0;0;0;1;0;0;0;0;0;1
9333;0;1;0;0;0;0;0;0;0;0;0
9334;1;0;0;0;2;0;0;0;0;0;2
9335;0;0;0;0;1;0;0;0;0;0;1
9336;0;1;0;0;0;0;0;0;0;0;0
9337;0;0;0;0;1;0;0;0;0;0;1
9338;0;0;0;0;0;0;0;0;0;0;0
9339;3;0;0;0;0;0;0;0;0;0;0
9340;0;0;0;0;1;0;0;0;0;0;1
9341;0;0;0;0;0;0;0;0;0;0;0
9342;5;0;0;0;0;0;0;0;0;0;0
9343;0;0;0;0;1;0;0;0;0;0;1
9344;0;0;0;0;1;0;0;0;0;0;1
9345;0;0;0;0;1;0;0;0;0;0;1
9346;2;0;1;0;1;0;1;0;0;1;1
9347;4;0;0;0;1;0;1;0;0;1;1
9348;0;1;0;0;0;0;0;0;0;0;0
9349;1;0;0;0;0;0;0;0;0;0;0
9350;0;0;0;0;1;0;0;0;0;0;1
9351;0;0;0;0;1;0;0;0;0;0;1
9352;0;0;0;0;1;0;0;0;0;0;1
9353;0;0;0;0;1;0;0;0;0;0;1
9354;0;0;1;0;1;0;1;0;0;0;1
9355;2;0;0;0;0;0;0;0;0;0;0
9356;0;0;0;0;1;0;0;0;0;0;1
9357;0;0;0;0;1;0;0;0;0;0;1
9358;0;0;0;0;1;0;0;0;0;0;1
9359;0;0;0;0;1;0;0;0;0;0;1
9360;0;0;0;0;1;0;0;0;0;0;1
9361;0;0;0;0;0;0;0;0;0;0;0
9362;1;0;0;0;0;0;0;0;0;0;0
9363;1;0;0;0;0;0;0;0;0;0;0
9364;0;0;0;0;1;0;0;0;0;0;1
9365;0;0;0;0;1;0;0;0;0;0;1
9366;0;0;0;0;1;0;0;0;0;0;1
9367;0;0;0;0;1;0;0;0;0;0;1
9368;1;0;0;0;0;0;0;0;0;0;0
9369;1;0;1;0;0;0;0;0;0;0;0
9370;0;0;0;0;1;0;0;0;0;0;1
9371;0;0;0;0;1;0;0;0;0;0;1
9372;0;0;0;0;2;0;0;0;0;0;2
9373;1;0;0;0;0;0;0;0;0;0;0
9374;4;0;0;0;1;0;0;0;0;0;1
9375;0;0;0;0;1;0;0;0;0;0;1
9376;0;0;0;0;1;0;0;0;0;0;1
9377;0;0;0;0;0;0;0;0;0;0;0
9378;0;0;0;0;1;0;0;0;0;0;1
9379;0;0;0;0;1;0;0;0;0;0;1
9380;1;0;0;0;0;0;0;0;0;0;0
9381;1;0;0;0;1;0;0;0;0;0;1
9382;4;0;0;1;0;0;0;0;0;1;0
9383;1;0;0;0;1;0;0;0;0;0;1
9384;2;0;0;0;1;0;0;0;0;0;1
9385;8;0;1;1;1;0;2;0;0;3;1
9386;0;1;0;0;0;0;0;0;0;0;0
9387;2;0;0;0;0;0;0;0;0;0;0
9388;0;0;0;0;3;0;0;0;0;0;3
9389;1;0;0;0;0;0;0;0;0;0;0
9390;0;0;0;0;1;0;0;0;0;0;1
9391;1;0;0;0;0;0;0;0;0;0;0
9392;2;0;0;0;0;0;0;0;0;0;0
9393;0;0;0;0;1;0;0;0;0;0;1
9394;1;0;0;0;0;0;0;0;0;0;0
9395;3;0;0;0;0;0;2;0;0;0;0
9396;0;0;0;0;1;0;0;0;0;0;1
9397;0;0;0;0;1;0;0;0;0;0;1
9398;0;2;0;0;0;0;0;0;0;0;0
9399;0;0;0;0;1;0;0;0;0;0;1
9400;0;0;0;0;2;0;0;0;0;0;2
9401;1;0;0;0;0;0;0;0;0;0;0
9402;0;1;0;0;0;0;0;0;0;0;0
9403;0;0;0;0;1;0;0;0;0;0;1
9404;4;0;0;0;0;0;0;0;0;0;0
9405;4;0;0;0;0;0;0;0;0;0;0
9406;0;0;0;0;1;0;0;0;0;0;1
9407;1;0;0;0;1;0;0;0;0;0;1
9408;6;0;0;0;2;0;0;0;0;0;2
9409;3;0;0;0;0;0;0;0;0;0;0
9410;3;0;0;0;1;0;0;0;0;0;1
9411;0;0;0;0;1;0;0;0;0;0;1
9412;0;0;0;0;1;0;0;0;0;0;1
9413;0;0;0;0;1;0;0;0;0;0;1
9414;1;0;0;0;0;0;0;0;0;0;0
9415;1;0;0;0;0;0;0;0;0;0;0
9416;0;0;0;0;1;0;0;0;0;0;1
9417;2;0;0;0;0;0;0;0;0;0;0
9418;1;0;0;0;0;0;0;0;0;0;0
9419;4;0;0;0;0;0;0;0;0;0;0
9420;0;0;0;0;1;0;0;0;0;0;1
9421;3;0;0;0;1;0;0;0;0;0;1
9422;1;0;0;0;0;0;0;0;0;0;0
9423;0;0;0;0;2;0;0;0;0;0;2
9424;0;0;0;0;0;0;0;0;0;0;0
9425;3;0;0;1;1;0;0;0;0;0;1
9426;2;0;2;1;1;0;0;0;0;0;1
9427;3;0;1;0;1;0;0;0;0;1;1
9428;3;0;0;0;0;0;0;0;0;0;0
9429;2;0;0;0;1;0;0;0;0;0;1
9430;2;0;0;0;0;0;0;0;0;0;0
9431;1;0;0;0;1;0;0;0;0;0;1
9432;2;0;1;0;0;0;0;0;0;0;0
9433;0;0;0;0;0;0;0;0;0;1;0
9434;3;0;0;0;0;0;0;0;0;1;0
9435;0;0;0;0;2;0;0;0;0;0;2
9436;3;0;0;0;0;0;0;0;0;0;0
9437;1;0;0;0;0;0;0;0;0;0;0
9438;2;0;0;0;0;0;0;0;0;0;0
9439;1;0;1;0;0;0;0;0;0;0;0
9440;2;0;0;0;1;0;0;0;0;2;1
9441;1;0;0;0;0;0;0;0;0;0;0
9442;0;0;0;0;1;0;0;0;0;0;1
9443;1;0;0;0;1;0;0;0;0;1;1
9444;6;0;0;1;0;0;0;0;0;0;0
9445;2;0;0;0;1;0;0;0;0;0;1
9446;0;0;0;0;3;0;0;0;0;0;3
9447;0;0;0;0;0;0;0;0;0;0;0
9448;1;0;0;0;0;0;0;0;0;1;0
9449;2;0;0;0;0;0;0;0;0;0;0
9450;1;0;0;0;1;0;0;0;0;0;1
9451;4;0;0;0;1;0;0;0;0;0;1
9452;2;0;0;0;0;0;0;0;0;0;0
9453;3;0;0;0;0;0;1;0;0;0;0
9454;1;0;0;0;2;0;0;0;0;0;2
9455;0;0;0;0;1;0;0;0;0;0;1
9456;2;0;0;0;0;0;0;0;0;0;0
9457;0;1;0;0;0;0;0;0;0;0;0
9458;0;0;0;0;2;0;0;0;0;0;2
9459;1;0;0;0;1;0;0;0;0;0;1
9460;0;0;0;0;1;0;0;0;0;0;1
9461;4;0;0;0;0;0;0;0;0;0;0
9462;0;0;0;0;1;0;0;0;0;0;1
9463;2;0;0;0;1;0;0;0;0;1;1
9464;7;0;0;1;1;0;1;0;0;0;1
9465;0;0;0;0;1;0;0;0;0;0;1
9466;0;1;0;0;0;0;0;0;0;0;0
9467;5;0;0;0;1;0;0;0;0;0;1
9468;2;0;0;0;0;0;0;0;0;0;0
9469;0;0;0;0;1;0;0;0;0;0;1
9470;0;0;0;0;1;0;0;0;0;0;1
9471;4;0;0;0;1;0;0;0;0;0;1
9472;0;0;0;0;0;0;0;0;0;0;0
9473;0;0;0;0;1;0;0;0;0;0;1
9474;0;0;0;0;1;0;0;0;0;0;1
9475;2;0;1;0;0;0;0;0;0;0;0
9476;0;0;0;0;1;0;0;0;0;0;1
9477;3;0;1;0;0;0;0;0;0;0;0
9478;0;0;0;0;1;0;0;0;0;0;1
9479;3;0;0;0;1;0;0;0;0;0;1
9480;0;0;0;0;0;0;1;0;0;0;0
9481;2;0;0;0;0;0;0;0;0;0;0
9482;6;0;0;0;2;0;0;0;0;0;2
9483;0;0;0;0;1;0;0;0;0;0;1
9484;0;0;0;0;1;0;0;0;0;0;1
9485;0;0;0;0;0;0;0;0;0;0;0
9486;2;0;0;0;2;0;0;0;0;0;2
9487;3;0;0;0;1;0;0;0;0;0;1
9488;2;0;0;0;0;0;0;0;0;0;0
9489;5;0;1;0;1;0;0;0;0;0;1
9490;2;0;0;0;1;0;0;0;0;0;1
9491;4;0;0;0;0;0;0;0;0;0;0
9492;2;0;0;0;2;0;0;0;0;0;2
9493;0;0;0;0;1;0;0;0;0;0;1
9494;0;0;0;0;0;0;0;0;0;0;0
9495;2;0;0;0;0;0;0;0;0;0;0
9496;0;0;0;0;3;0;0;0;0;0;3
9497;0;0;0;0;1;0;0;0;0;0;1
9498;0;0;0;0;1;0;0;0;0;0;1
9499;0;0;0;0;1;0;0;2;0;0;1
9500;3;0;0;0;2;0;0;0;0;0;2
9501;1;0;0;0;0;0;0;0;0;0;0
9502;0;0;0;0;1;0;0;0;0;0;1
9503;3;0;0;0;0;0;0;0;0;0;0
9504;3;0;0;0;1;0;0;0;0;0;1
9505;2;0;0;0;1;0;0;0;0;0;1
9506;2;0;0;0;2;0;0;0;0;0;2
9507;2;0;0;0;0;0;0;0;0;0;0
9508;0;0;0;0;1;0;0;0;0;0;1
9509;1;0;0;0;0;0;0;0;0;0;0
9510;1;0;0;0;2;0;0;0;0;0;2
9511;3;0;0;0;0;0;0;0;0;0;0
9512;0;6;0;0;0;0;0;0;0;0;0
9513;0;2;0;0;0;0;0;0;0;0;0
9514;1;0;0;0;1;0;0;0;0;0;1
9515;4;0;0;0;0;0;0;0;0;0;0
9516;0;0;0;0;1;0;0;0;0;1;1
9517;1;0;0;0;0;0;0;0;0;0;0
9518;1;0;0;0;1;0;0;0;0;0;1
9519;0;0;0;0;1;0;0;0;0;0;1
9520;2;0;1;0;0;0;2;0;0;0;0
9521;0;0;0;0;1;0;0;0;0;0;1
9522;0;1;0;0;0;0;0;0;0;0;0
9523;3;0;0;0;0;0;0;1;0;0;0
9524;1;0;0;0;1;0;0;0;0;0;1
9525;1;0;0;0;0;0;0;0;0;0;0
9526;1;0;0;0;0;0;0;0;0;0;0
9527;1;0;1;0;0;0;0;0;0;0;0
9528;0;0;0;0;1;0;0;0;0;0;1
9529;1;0;0;0;0;0;0;0;0;0;0
9530;0;0;0;0;2;0;0;0;0;0;2
9531;0;0;0;0;1;0;0;0;0;0;1
9532;0;1;0;0;0;0;0;0;0;0;0
9533;1;0;0;0;0;0;0;0;0;0;0
9534;0;0;1;0;0;0;2;0;0;1;0
9535;2;0;0;0;0;0;0;0;0;0;0
9536;1;0;0;0;0;0;0;0;0;0;0
9537;2;0;0;0;0;0;0;0;0;0;0
9538;0;0;0;0;1;0;0;0;0;0;1
9539;7;0;0;0;2;0;0;3;0;0;2
9540;10;0;0;0;1;0;0;5;0;0;1
9541;0;0;0;0;0;0;0;0;0;1;0
9542;6;0;0;0;0;0;0;0;0;1;0
9543;5;0;1;0;0;0;0;0;0;2;0
9544;1;0;0;0;1;0;0;0;0;0;1
9545;1;0;0;0;1;0;0;0;0;0;1
9546;0;3;0;0;0;0;0;0;0;0;0
9547;1;0;0;0;0;0;0;0;0;0;0
9548;0;0;0;0;1;0;0;0;0;0;1
9549;2;0;0;0;1;0;0;0;0;0;1
9550;1;0;0;0;0;0;0;0;0;0;0
9551;0;0;0;0;1;0;0;0;0;0;1
9552;0;0;0;0;1;0;0;0;0;0;1
9553;3;0;0;0;0;0;0;0;0;0;0
9554;3;0;1;0;3;0;0;0;0;0;3
9555;0;0;0;0;2;0;0;0;0;0;2
9556;2;0;0;0;1;0;0;0;0;0;1
9557;0;3;0;0;0;0;0;0;0;0;0
9558;1;0;0;0;1;0;0;0;0;0;1
9559;3;0;0;0;1;0;0;0;0;0;1
9560;1;0;0;0;0;0;0;0;0;0;0
9561;0;0;0;0;1;0;0;0;0;0;1
9562;0;0;0;0;1;0;0;0;0;0;1
9563;5;0;1;0;0;0;0;0;0;1;0
9564;0;2;0;0;0;0;0;0;0;0;0
9565;2;0;0;0;0;0;0;0;0;0;0
9566;0;1;0;0;0;0;0;0;0;0;0
9567;3;0;0;0;0;0;0;0;0;1;0
9568;2;0;0;0;1;0;0;0;0;0;1
9569;4;0;0;0;3;0;0;0;0;0;3
9570;0;0;0;0;0;0;0;0;0;0;0
9571;0;0;0;0;1;0;0;0;0;0;1
9572;1;0;0;0;0;0;0;0;0;0;0
9573;2;0;1;1;0;0;0;0;0;0;0
9574;0;0;0;0;1;0;0;0;0;0;1
9575;0;0;0;0;1;0;0;0;0;0;1
9576;2;0;0;0;0;0;0;0;0;0;0
9577;0;0;0;0;1;0;0;0;0;0;1
9578;0;0;0;0;1;0;0;0;0;0;1
9579;0;0;0;0;1;0;0;0;0;0;1
9580;0;0;0;0;1;0;0;0;0;0;1
9581;2;0;0;0;2;0;0;0;0;0;2
9582;0;0;0;0;0;0;0;0;0;0;0
9583;0;2;0;0;0;0;0;0;0;0;0
9584;3;0;0;0;0;0;0;2;0;0;0
9585;2;0;0;0;0;0;0;0;0;2;0
9586;2;0;0;0;0;0;0;0;0;0;0
9587;0;2;0;0;0;0;0;0;0;0;0
9588;0;0;0;0;1;0;0;0;0;0;1
9589;1;0;0;0;0;0;0;0;0;0;0
9590;0;0;0;0;1;0;0;0;0;0;1
9591;2;0;0;0;3;0;0;0;0;0;3
9592;0;1;0;0;0;0;0;0;0;0;0
9593;0;0;0;0;0;0;0;0;0;0;0
9594;0;0;0;0;1;0;0;0;0;0;1
9595;1;0;0;0;0;0;0;0;0;0;0
9596;0;12;0;0;0;0;0;0;0;0;0
9597;1;0;0;0;0;0;0;0;0;0;0
9598;2;0;0;0;0;0;0;0;0;0;0
9599;0;0;0;0;1;0;0;0;0;0;1
9600;0;0;0;0;0;0;0;0;0;0;0
9601;2;0;0;0;0;0;0;0;0;0;0
9602;1;0;0;0;1;0;0;0;0;0;1
9603;0;0;0;0;1;0;0;0;0;0;1
9604;0;0;0;0;1;0;0;0;0;0;1
9605;1;0;0;0;0;0;0;0;0;0;0
9606;0;0;0;0;1;0;0;0;0;0;1
9607;2;0;0;0;0;0;0;2;0;1;0
9608;1;0;0;0;0;0;0;0;0;1;0
9609;0;0;0;0;1;0;0;0;0;0;1
9610;0;0;0;0;1;0;0;0;0;0;1
9611;2;0;0;0;0;0;1;0;0;0;0
9612;0;0;0;0;1;0;0;0;0;0;1
9613;0;0;0;0;1;0;0;0;0;0;1
9614;1;0;1;1;0;0;0;0;0;0;0
9615;0;1;0;0;0;0;0;0;0;0;0
9616;2;0;0;0;1;0;0;2;0;0;1
9617;0;0;0;0;0;0;0;0;0;0;0
9618;2;0;1;0;1;0;0;0;0;1;1
9619;0;0;0;0;0;0;0;0;0;0;0
9620;0;0;0;0;0;0;0;0;0;0;0
9621;1;0;0;0;0;0;0;0;0;0;0
9622;0;0;0;0;1;0;0;0;0;0;1
9623;2;0;0;0;0;0;0;0;0;0;0
9624;1;0;0;0;0;0;0;0;0;0;0
9625;0;1;0;0;0;0;0;0;0;0;0
9626;1;0;0;0;0;0;0;3;0;0;0
9627;3;0;0;0;1;0;0;0;0;0;1
9628;0;2;0;0;0;0;0;0;0;0;0
9629;0;0;0;0;2;0;0;0;0;0;2
9630;1;0;0;0;1;0;0;0;0;0;1
9631;0;0;0;0;1;0;0;0;0;0;1
9632;3;0;0;0;0;0;0;0;0;1;0
9633;0;0;0;0;1;0;0;0;0;0;1
9634;2;0;0;0;0;0;0;0;0;0;0
9635;1;0;0;0;1;0;0;0;0;1;1
9636;2;0;0;0;0;0;0;0;0;0;0
9637;0;0;0;0;1;0;0;0;0;0;1
9638;1;0;0;0;2;0;0;0;0;0;2
9639;0;0;0;0;1;0;0;0;0;0;1
9640;0;1;0;0;0;0;0;0;0;0;0
9641;1;0;0;0;0;0;0;0;0;0;0
9642;0;0;0;0;1;0;0;0;0;0;1
9643;3;0;0;0;0;0;0;0;0;0;0
9644;0;0;0;0;2;0;0;0;0;0;2
9645;4;0;0;0;0;0;0;0;0;0;0
9646;0;0;0;0;1;0;0;0;0;0;1
9647;4;0;0;0;0;0;0;0;0;0;0
9648;7;0;0;0;1;0;2;0;0;0;1
9649;1;0;0;0;0;0;0;0;0;0;0
9650;4;0;0;0;1;0;0;0;0;1;1
9651;0;0;0;0;0;0;0;0;0;0;0
9652;0;0;0;0;1;0;0;0;0;0;1
9653;0;0;0;0;0;0;0;0;0;0;0
9654;4;0;0;0;0;0;0;0;0;0;0
9655;0;0;0;0;1;0;0;0;0;0;1
9656;5;0;0;0;2;0;0;4;0;0;2
9657;0;0;0;0;0;0;0;0;0;0;0
9658;1;0;1;0;1;0;0;0;0;0;1
9659;2;0;0;0;1;1;0;0;0;0;1
9660;0;0;0;0;0;1;0;0;0;0;0
9661;1;0;0;0;0;0;0;0;0;0;0
9662;1;0;0;0;0;0;0;0;0;0;0
9663;2;0;0;0;1;0;0;0;0;0;1
9664;1;0;0;0;0;0;0;0;0;0;0
9665;0;1;0;0;0;0;0;0;0;0;0
9666;0;0;0;0;1;0;0;0;0;0;1
9667;8;0;0;0;2;0;0;0;0;0;2
9668;2;0;0;0;0;0;0;0;0;0;0
9669;5;0;0;0;0;0;0;0;0;0;0
9670;0;0;0;0;1;0;0;0;0;0;1
9671;0;0;0;0;1;0;0;0;0;0;1
9672;3;0;0;0;0;0;0;0;0;0;0
9673;2;0;0;0;0;0;0;0;0;1;0
9674;0;1;0;0;0;0;0;0;0;0;0
9675;2;0;0;0;0;0;0;0;0;0;0
9676;1;0;0;0;0;0;0;0;0;0;0
9677;1;0;1;2;0;0;0;0;0;1;0
9678;0;0;0;0;2;0;0;0;0;0;2
9679;0;0;0;0;3;0;0;0;0;0;3
9680;3;0;0;0;0;0;0;0;0;0;0
9681;0;0;0;0;0;0;0;0;0;0;0
9682;1;0;0;0;0;0;0;0;0;0;0
9683;1;0;0;0;0;0;0;0;0;0;0
9684;0;0;0;0;1;0;0;0;0;0;1
9685;0;0;0;0;1;0;0;0;0;0;1
9686;2;0;0;0;0;0;0;0;0;0;0
9687;0;0;0;0;0;1;0;0;0;0;0
9688;1;0;0;0;0;0;0;0;0;0;0
9689;3;0;0;0;0;0;0;0;0;0;0
9690;3;0;0;0;0;0;0;0;0;0;0
9691;1;0;0;0;0;0;0;0;0;2;0
9692;0;0;0;0;2;0;0;0;0;0;2
9693;3;0;0;0;0;0;0;0;0;0;0
9694;4;0;0;0;0;0;0;0;0;0;0
9695;4;0;0;0;1;0;0;0;0;0;1
9696;0;1;0;0;0;0;0;0;0;0;0
9697;0;4;0;0;0;0;0;0;0;0;0
9698;0;0;0;0;1;0;0;0;0;0;1
9699;3;0;0;0;0;0;0;0;0;0;0
9700;0;0;0;0;1;0;0;0;0;0;1
9701;0;0;1;0;1;0;0;0;0;0;1
9702;1;0;0;0;2;0;0;0;0;0;2
9703;1;0;0;0;0;0;0;0;0;0;0
9704;3;0;0;0;0;0;0;0;0;1;0
9705;0;0;0;0;2;0;0;0;0;0;2
9706;2;0;0;0;0;0;1;1;0;0;0
9707;0;0;0;0;1;0;0;0;0;0;1
9708;1;0;0;0;0;0;0;0;0;0;0
9709;0;0;0;0;1;0;0;0;0;0;1
9710;3;0;0;0;0;0;0;0;0;0;0
9711;3;0;0;0;1;0;0;0;0;0;1
9712;0;0;0;0;1;0;0;0;0;0;1
9713;2;0;0;1;0;0;0;0;0;1;0
9714;3;0;0;0;0;0;0;0;0;0;0
9715;0;0;0;0;1;0;0;0;0;0;1
9716;1;0;0;0;2;0;0;0;0;0;2
9717;4;0;0;0;1;0;1;0;0;0;1
9718;0;0;0;0;2;0;0;0;0;0;2
9719;0;0;0;0;1;0;0;0;0;0;1
9720;5;0;0;0;0;0;2;0;0;0;0
9721;1;0;0;0;0;0;0;0;0;0;0
