"id_cliente";"n_polizas_tomador_ahorro";"n_polizas_tomador_autos";"n_polizas_tomador_jubilacion";"n_polizas_tomador_jubilacion_golf";"n_polizas_tomador_no_vida";"n_polizas_tomador_rc";"n_polizas_tomador_rentas";"n_polizas_tomador_riesgo_tomador";"n_polizas_tomador_vida_riesgo";"n_polizas_tomador_vida_riesgo_pm";"n_polizas_tomador_no_vida"
13873;0;0;0;0;0;0;0;0;0;0;0
13874;1;0;0;0;0;0;0;0;0;0;0
13875;1;0;1;0;3;0;0;0;0;0;3
13876;0;0;0;0;1;0;0;0;0;0;1
13877;1;0;0;0;0;0;0;0;0;0;0
13878;3;3;0;0;0;0;0;0;0;0;0
13879;0;0;0;0;1;0;0;0;0;0;1
13880;2;0;0;0;0;0;0;0;0;0;0
13881;0;0;0;0;0;0;0;0;0;0;0
13882;1;0;0;0;1;0;0;0;0;0;1
13883;0;0;0;0;0;0;0;0;0;0;0
13884;0;0;1;0;0;0;0;0;0;0;0
13885;1;0;0;0;0;0;0;0;0;0;0
13886;1;0;0;0;0;0;0;0;0;0;0
13887;1;0;0;1;0;0;0;2;0;0;0
13888;1;0;0;0;1;0;0;0;0;0;1
13889;2;0;0;0;0;0;0;0;0;0;0
13890;3;0;0;0;0;0;0;0;0;0;0
13891;3;0;0;0;0;0;0;0;0;0;0
13892;1;0;0;0;0;0;0;0;0;0;0
13893;0;0;0;0;0;0;0;0;0;0;0
13894;0;0;0;0;1;0;0;0;0;1;1
13895;2;0;0;0;1;0;0;0;0;0;1
13896;1;0;0;0;0;0;0;0;0;0;0
13897;0;1;0;0;0;0;0;0;0;0;0
13898;0;6;0;0;0;0;0;0;0;0;0
13899;0;0;0;0;1;0;0;0;0;0;1
13900;0;0;0;0;1;0;0;0;0;0;1
13901;0;0;0;0;1;0;0;0;0;0;1
13902;1;0;0;0;0;0;0;0;0;0;0
13903;2;0;0;0;1;0;0;0;0;0;1
13904;2;0;0;0;0;0;0;0;0;0;0
13905;0;0;0;0;1;0;0;0;0;0;1
13906;0;0;0;0;1;0;0;0;0;0;1
13907;2;0;0;0;2;0;0;0;0;0;2
13908;0;0;0;0;1;0;0;0;0;0;1
13909;5;0;0;0;0;0;0;0;0;0;0
13910;1;0;0;0;0;0;0;0;0;0;0
13911;0;0;0;0;1;0;0;0;0;0;1
13912;0;0;0;0;2;0;0;0;0;0;2
13913;2;0;0;0;1;0;0;0;0;0;1
13914;3;0;0;0;0;0;0;0;0;1;0
13915;1;0;0;0;1;0;0;0;0;0;1
13916;1;0;0;0;0;0;0;0;0;0;0
13917;0;0;0;0;1;0;0;0;0;0;1
13918;2;0;0;0;0;0;0;0;0;0;0
13919;4;0;0;0;0;0;0;0;0;0;0
13920;0;0;0;0;0;0;0;0;1;0;0
13921;0;2;0;0;0;0;0;0;0;0;0
13922;4;0;0;0;0;0;0;0;0;1;0
13923;2;0;0;0;1;0;0;0;0;1;1
13924;1;0;0;0;0;0;0;0;0;0;0
13925;1;0;0;0;0;0;0;0;0;0;0
13926;0;0;0;0;2;0;0;0;0;0;2
13927;0;0;0;0;1;0;0;0;0;0;1
13928;1;0;0;0;0;0;0;0;0;0;0
13929;0;0;0;0;1;0;0;0;0;0;1
13930;2;0;0;0;0;0;0;0;0;0;0
13931;0;0;0;0;0;0;0;0;0;0;0
13932;0;0;0;0;1;0;0;0;0;0;1
13933;1;0;0;0;0;0;0;0;0;0;0
13934;2;0;0;0;0;0;0;0;0;0;0
13935;2;0;0;0;0;0;0;0;0;0;0
13936;0;0;0;0;1;0;0;0;0;0;1
13937;2;0;0;0;0;0;0;0;0;1;0
13938;0;0;0;0;1;0;0;0;0;0;1
13939;2;0;0;0;1;0;0;0;0;0;1
13940;2;0;0;0;0;0;0;0;0;0;0
13941;0;0;0;0;1;0;0;0;0;0;1
13942;0;1;0;0;0;0;0;0;0;0;0
13943;1;0;0;0;0;0;0;0;0;0;0
13944;4;0;0;0;1;0;0;0;0;0;1
13945;0;0;0;0;1;0;0;0;0;0;1
13946;0;0;0;0;0;0;0;1;0;0;0
13947;0;0;0;0;1;0;0;0;0;0;1
13948;0;0;0;0;1;0;0;0;0;0;1
13949;0;0;0;0;1;0;0;0;0;0;1
13950;5;0;0;0;1;0;1;0;0;0;1
13951;4;0;0;0;1;0;0;0;0;0;1
13952;0;0;0;0;1;0;0;0;0;0;1
13953;4;0;0;0;2;0;0;0;0;0;2
13954;0;0;0;0;1;0;0;0;0;0;1
13955;0;0;0;0;1;0;0;0;0;0;1
13956;1;0;0;0;1;0;0;0;0;0;1
13957;1;0;0;0;1;0;0;0;0;0;1
13958;2;0;0;0;0;0;0;0;0;0;0
13959;2;0;0;0;1;0;0;0;0;0;1
13960;0;0;0;0;1;0;0;0;0;0;1
13961;0;0;0;0;0;0;0;0;0;0;0
13962;5;0;0;1;1;0;0;0;0;0;1
13963;3;0;0;0;0;0;0;0;0;0;0
13964;2;0;0;0;0;0;0;0;0;0;0
13965;0;0;0;0;1;0;0;0;0;0;1
13966;1;0;0;0;0;0;0;0;0;0;0
13967;3;0;0;0;0;0;0;0;0;0;0
13968;0;0;0;0;0;0;0;0;0;1;0
13969;1;0;0;0;0;0;0;0;0;0;0
13970;0;2;0;0;0;0;0;0;0;0;0
13971;4;0;0;0;0;0;0;0;0;0;0
13972;4;0;0;0;0;0;0;0;0;0;0
13973;2;0;0;0;0;0;0;0;0;0;0
13974;0;3;0;0;0;0;0;0;0;0;0
13975;0;0;0;0;0;0;1;0;0;0;0
13976;0;0;0;0;1;0;0;0;0;0;1
13977;0;0;0;0;0;0;0;0;0;0;0
13978;3;0;0;0;0;0;0;0;0;0;0
13979;1;0;0;0;0;0;0;0;0;0;0
13980;0;0;0;0;1;0;0;0;0;0;1
13981;0;0;0;0;1;0;0;0;0;0;1
13982;4;0;0;0;0;0;1;0;0;0;0
13983;3;0;0;0;1;0;0;0;0;0;1
13984;4;0;0;0;1;0;0;0;0;0;1
13985;1;0;0;0;0;0;0;0;0;0;0
13986;0;0;0;0;1;0;0;0;0;0;1
13987;0;1;0;0;0;0;0;0;0;0;0
13988;2;0;0;0;0;0;0;0;0;1;0
13989;2;0;0;0;0;0;0;0;0;0;0
13990;2;0;0;1;0;0;0;0;0;0;0
13991;3;0;0;0;1;0;0;0;0;2;1
13992;2;0;0;0;0;0;0;0;0;0;0
13993;0;0;0;0;2;0;0;0;0;0;2
13994;5;0;0;0;0;0;0;0;0;0;0
13995;0;0;0;0;1;0;0;0;0;0;1
13996;1;0;0;0;0;0;0;0;0;0;0
13997;1;0;0;0;0;0;0;0;0;0;0
13998;0;0;0;0;1;0;0;0;0;0;1
13999;0;0;0;0;1;0;0;0;0;0;1
14000;0;0;0;0;0;0;0;0;0;0;0
14001;2;0;0;0;3;0;0;0;0;0;3
14002;2;0;1;0;2;0;0;0;0;0;2
14003;1;1;0;0;0;0;0;0;0;0;0
14004;0;0;0;0;1;0;0;0;0;0;1
14005;1;0;0;0;0;0;0;0;0;0;0
14006;0;0;0;0;1;0;0;0;0;0;1
14007;2;0;0;0;1;0;1;0;0;0;1
14008;0;0;0;0;1;0;0;0;0;0;1
14009;0;0;0;0;1;0;0;0;0;0;1
14010;0;0;0;0;1;0;0;0;0;0;1
14011;0;0;2;0;1;0;0;0;0;0;1
14012;0;0;0;0;2;0;0;0;0;0;2
14013;0;2;0;0;0;0;0;0;0;0;0
14014;0;0;0;0;0;0;0;0;0;0;0
14015;0;0;0;0;0;1;0;0;0;0;0
14016;1;0;0;0;1;0;0;0;0;0;1
14017;4;0;0;0;1;0;0;0;0;0;1
14018;1;0;0;0;0;0;0;0;0;0;0
14019;0;0;0;0;0;0;0;0;0;0;0
14020;4;0;0;1;0;0;1;0;0;2;0
14021;1;0;0;0;0;0;0;0;0;0;0
14022;0;0;0;0;1;0;0;0;0;0;1
14023;5;0;0;0;2;0;0;0;0;0;2
14024;0;0;0;0;1;0;0;0;0;1;1
14025;1;0;0;0;1;0;0;0;0;0;1
14026;3;0;0;0;0;0;0;0;0;0;0
14027;0;0;0;0;1;0;0;0;0;0;1
14028;3;0;1;0;2;0;0;0;0;0;2
14029;0;0;0;0;1;0;0;0;0;0;1
14030;0;0;0;0;1;0;0;0;0;0;1
14031;2;0;0;0;0;0;0;0;0;0;0
14032;3;0;0;0;1;0;0;0;0;1;1
14033;0;1;0;0;0;0;0;0;0;0;0
14034;0;0;0;0;2;0;0;0;0;0;2
14035;0;0;0;0;1;0;0;0;0;0;1
14036;0;0;0;0;1;0;0;0;0;0;1
14037;4;0;0;0;0;0;0;0;0;0;0
14038;1;0;0;0;0;0;0;0;0;0;0
14039;0;0;0;0;1;0;0;0;0;0;1
14040;3;0;0;0;0;0;0;0;0;0;0
14041;0;0;0;0;0;0;0;0;0;0;0
14042;1;0;0;0;0;0;0;0;0;0;0
14043;0;0;0;0;1;0;0;0;0;0;1
14044;5;0;1;0;1;0;0;0;0;0;1
14045;0;1;0;0;1;0;0;0;0;0;1
14046;2;0;0;0;0;0;3;0;0;0;0
14047;2;0;0;0;0;0;0;0;0;0;0
14048;0;0;0;0;1;0;0;0;0;0;1
14049;0;0;0;0;0;0;0;0;0;1;0
14050;0;0;0;0;1;0;0;0;0;0;1
14051;1;0;0;0;0;0;0;0;0;0;0
14052;0;0;0;0;1;0;0;0;0;0;1
14053;2;0;0;0;0;0;0;0;0;0;0
14054;0;1;0;0;0;0;0;0;0;0;0
14055;0;0;0;0;1;0;0;0;0;0;1
14056;0;1;0;0;0;0;0;0;0;0;0
14057;0;1;0;0;0;0;0;0;0;0;0
14058;2;0;0;0;0;0;0;0;0;0;0
14059;0;0;1;0;1;0;1;0;0;0;1
14060;2;0;0;0;0;0;0;0;0;0;0
14061;0;0;0;0;1;0;0;0;0;0;1
14062;1;0;0;0;0;0;0;0;0;0;0
14063;0;1;0;0;0;0;0;0;0;0;0
14064;2;0;0;0;0;0;0;0;0;0;0
14065;0;0;0;0;1;0;0;0;0;0;1
14066;0;0;0;0;1;0;0;0;0;0;1
14067;0;1;0;0;0;0;0;0;0;0;0
14068;0;5;0;0;1;0;0;0;0;0;1
14069;3;0;0;0;0;0;0;0;0;0;0
14070;2;0;1;1;0;0;0;0;0;0;0
14071;0;0;0;0;0;0;0;0;0;0;0
14072;2;0;0;0;0;0;0;0;0;0;0
14073;2;0;0;0;1;0;0;0;0;0;1
14074;0;0;0;0;1;0;0;0;0;0;1
14075;0;0;0;0;1;0;0;0;0;0;1
14076;2;0;0;0;0;0;0;0;0;0;0
14077;0;0;0;0;0;0;0;0;0;0;0
14078;0;0;0;0;1;0;0;0;0;0;1
14079;1;0;0;0;0;0;0;0;0;0;0
14080;0;0;0;0;1;0;0;0;0;0;1
14081;0;0;0;0;1;0;0;0;0;0;1
14082;0;0;0;0;1;0;0;0;0;0;1
14083;0;0;0;0;1;0;0;0;0;0;1
14084;1;0;0;0;2;0;0;0;0;0;2
14085;4;0;0;0;1;0;0;0;0;0;1
14086;3;0;0;0;0;0;0;0;0;0;0
14087;3;0;0;0;1;0;0;0;0;0;1
14088;8;0;0;0;1;0;1;0;0;1;1
14089;0;0;0;0;1;0;0;0;0;0;1
14090;0;0;0;0;1;0;0;0;0;0;1
14091;0;0;0;0;1;0;0;0;0;0;1
14092;0;0;0;0;1;0;0;0;0;0;1
14093;0;0;0;0;1;0;0;0;0;0;1
14094;4;0;0;1;0;0;0;0;0;0;0
14095;0;0;0;0;1;0;0;0;0;0;1
14096;1;0;0;0;0;0;1;0;0;1;0
14097;0;0;0;0;1;0;0;0;0;0;1
14098;0;0;0;0;2;0;0;0;0;0;2
14099;0;0;0;1;0;0;1;0;0;0;0
14100;3;0;0;0;3;0;0;0;0;0;3
14101;1;0;0;0;0;0;0;0;0;0;0
14102;0;2;0;0;0;0;0;0;0;0;0
14103;0;0;0;1;0;0;0;0;0;0;0
14104;1;0;0;0;1;0;0;0;0;0;1
14105;0;4;0;0;0;0;0;0;0;0;0
14106;2;0;0;0;0;0;0;0;0;0;0
14107;0;0;0;0;1;0;0;0;0;0;1
14108;1;0;0;0;1;0;0;0;0;0;1
14109;0;0;0;0;1;0;0;0;0;0;1
14110;2;0;0;0;0;0;0;0;0;0;0
14111;4;0;0;0;0;0;0;0;0;0;0
14112;0;2;0;0;0;0;0;0;0;0;0
14113;0;0;0;0;1;0;0;0;0;0;1
14114;0;0;0;0;0;0;0;2;0;0;0
14115;0;0;0;0;1;0;0;0;0;0;1
14116;2;0;0;0;0;0;0;0;0;0;0
14117;2;0;0;0;0;0;0;0;0;0;0
14118;0;0;0;0;1;0;0;0;0;0;1
14119;1;0;0;0;1;0;0;0;0;0;1
14120;0;0;0;0;1;0;0;0;0;0;1
14121;9;0;1;0;0;0;1;0;0;0;0
14122;1;0;0;0;0;0;0;4;0;0;0
14123;0;0;0;0;1;0;0;0;0;0;1
14124;2;0;0;0;2;0;0;0;0;0;2
14125;3;0;1;0;0;0;0;0;0;0;0
14126;0;0;0;0;2;0;0;0;0;0;2
14127;1;0;0;0;0;0;0;0;0;0;0
14128;2;0;0;0;0;0;0;0;0;0;0
14129;1;0;0;0;0;0;0;0;0;0;0
14130;0;1;0;0;0;0;0;0;0;0;0
14131;0;0;0;0;1;0;0;0;0;0;1
14132;0;0;0;0;2;0;0;0;0;0;2
14133;3;0;0;0;0;0;0;0;0;0;0
14134;5;0;0;0;0;0;0;0;0;0;0
14135;1;0;0;0;0;0;0;0;0;0;0
14136;6;0;1;0;3;0;0;1;0;0;3
14137;0;0;0;0;1;0;0;0;0;0;1
14138;0;0;1;0;1;0;0;0;0;0;1
14139;0;0;0;0;1;0;0;0;0;0;1
14140;2;0;0;0;0;0;0;0;0;1;0
14141;1;0;0;0;1;0;0;0;0;0;1
14142;2;0;0;0;2;0;0;0;0;0;2
14143;3;0;0;0;0;0;0;0;0;0;0
14144;1;0;0;0;0;0;0;0;0;0;0
14145;3;0;0;0;2;0;0;0;0;0;2
14146;0;0;0;0;1;0;0;0;0;0;1
14147;1;0;0;0;0;0;0;0;0;0;0
14148;0;0;0;0;1;0;0;0;0;0;1
14149;0;0;0;0;1;0;0;0;0;0;1
14150;1;0;0;0;0;0;0;0;0;0;0
14151;0;1;0;0;0;0;0;0;0;0;0
14152;2;0;0;0;1;0;0;0;0;1;1
14153;0;0;0;0;1;0;0;0;0;0;1
14154;0;0;0;0;1;0;0;0;0;0;1
14155;3;0;1;2;1;0;2;0;0;1;1
14156;0;0;0;0;1;0;0;0;0;0;1
14157;0;0;0;0;0;0;0;0;0;1;0
14158;0;0;0;0;2;0;0;0;0;0;2
14159;0;0;0;0;1;0;0;0;0;0;1
14160;1;0;0;0;0;0;0;0;0;0;0
14161;0;0;0;0;1;0;0;0;0;0;1
14162;0;0;0;0;1;0;0;0;0;0;1
14163;0;0;0;0;1;0;0;0;0;0;1
14164;0;0;0;0;0;0;0;0;0;0;0
14165;0;0;0;0;0;0;0;0;0;0;0
14166;0;0;0;0;1;0;0;0;0;0;1
14167;0;0;0;0;1;0;0;0;0;0;1
14168;2;0;0;0;2;0;0;0;0;0;2
14169;1;0;0;0;0;0;0;0;0;0;0
14170;0;0;0;0;1;0;0;0;0;0;1
14171;0;0;0;0;1;0;0;0;0;0;1
14172;3;0;0;0;0;0;0;0;0;0;0
14173;0;0;0;0;1;0;0;0;0;0;1
14174;3;0;0;0;1;0;1;0;0;2;1
14175;0;0;0;0;1;0;0;0;0;0;1
14176;2;0;0;0;0;0;0;0;0;0;0
14177;1;0;0;0;0;0;0;0;0;0;0
14178;0;0;0;0;1;0;0;0;0;0;1
14179;2;0;0;0;0;0;0;0;0;0;0
14180;2;0;0;0;0;0;0;0;0;0;0
14181;2;0;0;0;1;0;0;1;0;0;1
14182;2;0;0;0;2;0;0;0;0;0;2
14183;1;0;0;0;0;0;0;0;0;0;0
14184;0;0;0;0;1;0;0;0;0;0;1
14185;0;0;0;0;2;0;0;0;0;0;2
14186;1;0;0;0;0;0;0;0;0;0;0
14187;0;0;0;0;0;0;0;0;0;0;0
14188;1;0;0;0;0;0;0;1;0;1;0
14189;0;0;0;0;1;0;0;0;0;0;1
14190;0;1;0;0;0;0;0;0;0;0;0
14191;1;0;0;0;0;0;0;0;0;0;0
14192;1;0;0;0;0;0;0;0;0;0;0
14193;1;0;0;1;0;0;0;0;0;0;0
14194;4;0;0;1;2;0;0;0;0;1;2
14195;2;0;0;0;0;0;0;0;0;0;0
14196;0;2;0;0;0;0;0;0;0;0;0
14197;0;3;0;0;0;0;0;0;0;0;0
14198;0;0;0;1;0;0;0;0;0;0;0
14199;1;0;0;0;0;0;0;0;0;0;0
14200;0;0;0;0;0;0;0;0;0;0;0
14201;0;0;0;0;1;0;0;0;0;0;1
14202;0;0;0;0;1;0;0;0;0;0;1
14203;5;0;0;0;1;0;0;0;0;1;1
14204;0;0;0;0;2;0;0;0;0;0;2
14205;1;0;0;1;0;0;0;0;0;0;0
14206;2;0;0;0;0;0;0;0;0;0;0
14207;2;0;0;0;0;0;0;0;0;0;0
14208;1;0;0;0;0;0;0;0;0;0;0
14209;0;0;0;0;1;0;0;0;0;0;1
14210;2;0;0;0;0;0;0;0;0;0;0
14211;0;1;0;0;0;0;0;0;0;0;0
14212;1;0;1;0;0;0;0;0;0;0;0
14213;0;0;0;0;0;0;0;0;0;0;0
14214;0;0;0;1;0;0;0;0;0;0;0
14215;2;0;1;0;1;0;1;1;0;0;1
14216;0;0;0;0;1;0;0;0;0;1;1
14217;4;0;0;0;0;0;0;0;0;0;0
14218;0;0;0;0;1;0;0;0;0;0;1
14219;0;0;0;0;1;0;0;0;0;0;1
14220;1;0;0;0;1;0;0;0;0;0;1
14221;0;0;0;0;2;0;0;0;0;0;2
14222;0;0;0;0;1;0;0;0;0;0;1
14223;8;0;1;0;0;0;1;0;0;1;0
14224;0;0;0;0;2;0;0;0;0;0;2
14225;0;0;0;0;1;0;0;0;0;0;1
14226;0;0;0;0;1;0;0;0;0;0;1
14227;1;0;0;0;0;0;0;0;0;0;0
14228;3;0;0;0;0;0;0;0;0;0;0
14229;1;0;0;0;1;0;0;0;0;0;1
14230;0;0;0;0;1;0;0;0;0;0;1
14231;0;0;0;0;1;0;0;0;0;0;1
14232;0;0;0;0;1;0;0;0;0;0;1
14233;0;0;0;0;2;0;0;0;0;1;2
14234;2;0;0;0;1;0;0;0;0;0;1
14235;0;0;0;0;2;0;0;0;0;0;2
14236;0;0;0;0;1;0;0;0;0;0;1
14237;0;1;0;0;0;0;0;0;0;0;0
14238;1;0;0;0;0;0;0;0;0;0;0
14239;4;0;0;0;0;0;0;0;0;0;0
14240;0;0;0;0;1;0;0;0;0;0;1
14241;0;0;1;0;0;0;0;0;0;0;0
14242;2;0;0;0;3;0;0;0;0;0;3
14243;2;0;0;0;1;0;0;0;0;0;1
14244;2;0;0;0;0;0;0;1;0;0;0
14245;0;0;0;1;0;0;0;0;0;0;0
14246;1;0;0;0;1;0;0;0;0;0;1
14247;0;0;0;0;1;0;0;0;0;0;1
14248;2;0;0;0;0;0;0;0;0;0;0
14249;1;0;0;0;0;0;0;1;0;0;0
14250;0;1;0;0;0;0;0;0;0;0;0
14251;0;0;0;0;0;0;0;0;0;0;0
14252;7;0;0;0;0;0;0;2;0;0;0
14253;5;0;0;0;0;0;0;0;0;0;0
14254;1;0;0;0;0;0;0;0;0;0;0
14255;2;0;0;0;2;0;0;0;0;0;2
14256;0;0;0;0;2;0;0;0;0;0;2
14257;0;0;0;0;1;0;0;0;0;0;1
14258;0;0;0;0;1;0;0;0;0;0;1
14259;0;0;0;0;1;0;0;0;0;0;1
14260;3;0;0;0;2;0;0;0;0;0;2
14261;0;0;0;0;1;0;0;0;0;0;1
14262;0;0;0;0;1;0;0;0;0;0;1
14263;0;0;0;0;1;0;0;0;0;0;1
14264;0;0;0;0;1;0;0;0;0;0;1
14265;0;0;0;0;1;0;0;0;0;0;1
14266;1;0;0;0;0;0;0;0;0;0;0
14267;3;0;0;0;0;0;0;0;0;0;0
14268;0;0;0;0;1;0;0;0;0;0;1
14269;1;0;0;0;1;0;0;0;0;0;1
14270;0;0;0;0;1;0;0;0;0;0;1
14271;0;0;0;0;1;0;0;0;0;0;1
14272;0;0;0;0;1;0;0;0;0;0;1
14273;2;0;0;0;0;0;0;0;0;0;0
14274;4;0;0;0;0;0;0;0;0;0;0
14275;1;0;0;0;0;0;0;0;0;0;0
14276;4;0;0;0;1;0;0;0;0;0;1
14277;2;0;0;0;0;0;0;0;0;0;0
14278;2;0;0;0;1;0;0;2;0;0;1
14279;3;0;0;0;1;0;0;0;0;0;1
14280;2;0;0;0;0;0;0;0;0;0;0
14281;0;0;0;0;1;0;0;0;0;0;1
14282;0;0;0;0;1;0;0;0;0;0;1
14283;2;0;1;0;1;0;0;0;0;0;1
14284;4;0;0;0;0;0;0;0;0;0;0
14285;1;0;0;0;0;0;0;0;0;0;0
14286;0;1;0;0;0;0;0;0;0;0;0
14287;0;0;0;0;0;0;0;0;0;0;0
14288;4;0;0;0;0;0;1;0;0;1;0
14289;0;0;0;0;1;0;0;0;0;0;1
14290;0;0;0;0;1;0;0;0;0;0;1
14291;2;0;0;0;0;0;0;0;0;0;0
14292;4;0;0;0;1;0;0;0;0;1;1
14293;2;0;1;0;0;0;0;0;0;0;0
14294;1;0;0;1;0;0;0;0;0;0;0
14295;2;0;0;0;2;0;0;0;0;0;2
14296;0;0;0;0;1;0;0;0;0;0;1
14297;5;0;1;3;2;0;4;0;0;2;2
14298;2;0;0;0;1;0;0;0;0;0;1
14299;1;0;0;0;0;0;0;0;0;0;0
14300;2;0;0;0;1;0;0;0;0;0;1
14301;0;0;0;0;2;0;0;0;0;0;2
14302;1;0;0;0;0;0;0;0;0;0;0
14303;0;0;0;0;1;0;0;0;0;0;1
14304;0;0;0;0;2;0;0;0;0;0;2
14305;4;0;0;1;2;0;0;0;0;0;2
14306;1;0;0;0;0;0;0;0;0;0;0
14307;2;0;0;0;0;0;0;2;0;0;0
14308;0;0;0;0;1;0;0;0;0;0;1
14309;1;0;0;0;0;0;0;0;0;0;0
14310;2;0;0;0;1;0;0;0;0;0;1
14311;1;0;0;2;0;0;0;0;0;0;0
14312;4;0;1;1;0;0;0;0;0;1;0
14313;3;0;0;0;1;0;0;0;0;0;1
14314;2;0;0;0;0;0;0;0;0;0;0
14315;0;0;0;0;1;0;0;0;0;0;1
14316;4;0;0;0;0;0;0;0;0;0;0
14317;0;0;0;0;1;0;0;0;0;0;1
14318;3;0;0;0;0;0;0;0;0;0;0
14319;0;0;0;0;1;0;0;0;0;0;1
14320;0;0;0;0;1;0;0;0;0;0;1
14321;2;0;0;0;1;0;0;0;0;0;1
14322;3;0;0;0;0;0;0;0;0;0;0
14323;1;0;0;0;0;0;0;2;0;0;0
14324;1;0;0;0;0;0;0;0;0;0;0
14325;1;0;0;0;0;0;0;0;0;0;0
14326;6;0;0;0;0;0;0;0;0;0;0
14327;0;1;0;0;0;0;0;0;0;0;0
14328;0;0;0;0;1;0;0;0;0;0;1
14329;0;0;0;1;0;0;0;0;0;0;0
14330;2;0;0;0;0;0;0;0;0;0;0
14331;2;0;0;0;1;0;0;0;0;0;1
14332;3;0;0;0;0;0;0;0;0;0;0
14333;2;0;0;0;2;0;0;0;0;0;2
14334;5;0;0;0;3;0;0;0;0;0;3
14335;9;0;0;0;1;0;0;0;0;0;1
14336;1;0;0;0;0;0;0;0;0;1;0
14337;0;0;0;0;1;0;0;0;0;0;1
14338;0;0;0;0;2;0;0;0;0;0;2
14339;0;0;0;0;0;0;0;0;0;0;0
14340;2;0;0;0;0;0;0;0;0;1;0
14341;1;0;0;0;0;0;0;0;0;0;0
14342;0;0;0;0;1;0;0;0;0;0;1
14343;2;0;0;0;0;0;0;0;0;0;0
14344;0;1;0;0;0;0;0;0;0;0;0
14345;0;0;0;0;1;0;0;0;0;0;1
14346;0;0;0;2;0;0;0;1;0;0;0
14347;5;0;0;0;1;0;0;0;0;0;1
14348;0;0;0;0;1;0;0;0;0;0;1
14349;0;0;0;0;0;0;0;0;0;0;0
14350;2;0;0;0;2;0;0;0;0;0;2
14351;0;0;0;0;0;0;1;0;0;0;0
14352;0;3;0;0;0;0;0;0;0;0;0
14353;1;0;0;0;0;0;0;0;0;0;0
14354;0;0;0;0;1;0;0;0;0;0;1
14355;2;0;0;0;0;0;1;0;0;1;0
14356;0;5;0;0;0;0;0;0;0;0;0
14357;0;0;0;0;1;0;0;0;0;0;1
14358;3;0;0;0;1;0;0;0;0;0;1
14359;0;0;0;1;0;0;0;2;0;0;0
14360;0;0;0;0;1;0;0;0;0;0;1
14361;3;0;0;0;2;0;0;0;0;0;2
14362;0;0;0;0;2;0;0;0;0;0;2
14363;2;0;0;0;0;0;0;0;0;0;0
14364;1;0;1;1;0;0;0;0;0;0;0
14365;1;0;0;0;1;0;0;0;0;0;1
14366;0;0;0;0;1;0;0;0;0;0;1
14367;0;0;0;0;0;0;0;1;0;0;0
14368;0;6;0;0;3;0;0;0;0;0;3
14369;0;0;0;0;1;0;0;0;0;0;1
14370;0;0;0;0;0;0;0;0;0;0;0
14371;0;0;0;1;1;0;1;0;0;0;1
14372;2;0;0;0;0;0;0;0;0;0;0
14373;0;0;0;0;1;0;0;0;0;0;1
14374;1;0;0;0;0;0;0;0;0;0;0
14375;1;0;0;0;0;0;0;0;0;1;0
14376;1;0;0;0;0;0;0;0;0;0;0
14377;1;0;0;0;0;0;0;0;0;0;0
14378;3;0;0;0;0;0;0;0;0;0;0
14379;0;0;0;0;0;0;0;0;0;0;0
14380;0;0;0;0;1;0;0;0;0;0;1
14381;1;0;1;0;0;0;0;0;0;0;0
14382;1;0;1;0;2;0;0;0;0;0;2
14383;0;1;0;0;1;0;0;0;0;0;1
14384;3;0;0;0;0;0;0;0;0;0;0
14385;0;1;0;0;0;0;0;0;0;0;0
14386;3;0;0;0;1;0;0;0;0;0;1
14387;3;0;0;1;1;0;0;0;0;0;1
14388;2;0;0;0;1;0;0;0;0;0;1
14389;3;0;0;0;1;0;0;0;0;0;1
14390;1;0;0;0;0;0;0;0;0;0;0
14391;1;0;0;0;0;0;0;2;0;0;0
14392;0;0;0;0;1;0;0;0;0;0;1
14393;0;0;0;0;1;0;0;0;0;0;1
14394;0;0;0;0;1;0;0;0;0;0;1
14395;0;0;0;0;1;0;0;0;0;0;1
14396;0;0;0;0;1;0;0;0;0;0;1
14397;0;1;0;0;0;0;0;0;0;0;0
14398;0;0;0;0;1;0;0;0;0;0;1
14399;0;0;0;0;1;0;0;0;0;0;1
14400;1;0;0;0;1;0;0;0;0;0;1
14401;0;0;0;0;1;0;0;0;0;0;1
14402;3;0;0;0;1;0;0;0;0;0;1
14403;1;0;0;0;1;0;0;1;0;1;1
14404;1;0;0;0;0;0;0;0;0;0;0
14405;0;0;0;0;0;0;2;0;0;0;0
14406;0;0;0;0;1;0;0;0;0;0;1
14407;0;2;0;0;0;0;0;0;0;0;0
14408;0;0;0;0;0;0;0;0;0;0;0
14409;2;0;0;0;0;0;0;0;0;0;0
14410;6;0;0;0;3;0;0;0;0;1;3
14411;0;2;0;0;0;0;0;0;0;0;0
14412;2;0;0;0;0;0;0;0;0;0;0
14413;4;0;0;0;1;0;0;0;0;0;1
14414;0;1;0;0;0;0;0;0;0;0;0
14415;0;0;0;0;2;0;0;0;0;0;2
14416;2;0;0;0;1;0;0;0;0;0;1
14417;3;0;0;0;0;0;0;0;0;0;0
14418;0;0;0;0;1;0;0;0;0;1;1
14419;0;1;0;0;0;0;0;0;0;0;0
14420;1;0;0;0;0;0;0;0;0;0;0
14421;0;0;0;0;1;0;0;0;0;0;1
14422;0;0;0;0;0;0;0;0;0;0;0
14423;3;0;0;0;0;0;0;0;0;0;0
14424;2;0;0;0;0;0;0;0;0;0;0
