"id_cliente";"sexo";"estado_civil";"tipo_baja";"familia_captacion"
2286;"M";"C";"total";"Autos"
2287;"M";"";"parcial";"Vida_Riesgo"
2288;"H";"";"total";"Ahorro"
2289;"M";"C";"total";"No_vida"
2290;"H";"S";"total";"Riesgo_Tomador"
2291;"H";"";"total";"Autos"
2292;"M";"S";"nunca";"Ahorro"
2293;"M";"C";"parcial";"Ahorro"
2294;"H";"";"parcial";"Ahorro"
2295;"M";"";"total";"Ahorro"
2296;"H";"";"total";"Autos"
2297;"H";"S";"parcial";"Ahorro"
2298;"M";"V";"nunca";"Jubilacion"
2299;"H";"C";"parcial";"No_vida"
2300;"H";"";"nunca";"Ahorro"
2301;"M";"S";"parcial";"Vida_Riesgo"
2302;"H";"";"total";"Autos"
2303;"M";"C";"parcial";"Ahorro"
2304;"M";"C";"nunca";"No_vida"
2305;"M";"C";"nunca";"Ahorro"
2306;"H";"";"total";"Ahorro"
2307;"H";"C";"total";"No_vida"
2308;"M";"C";"total";"No_vida"
2309;"H";"";"parcial";"Ahorro"
2310;"M";"S";"total";"No_vida"
2311;"M";"C";"parcial";"Vida_Riesgo"
2312;"M";"";"nunca";"Ahorro"
2313;"H";"";"parcial";"Ahorro"
2314;"H";"S";"parcial";"Ahorro"
2315;"M";"S";"total";"No_vida"
2316;"H";"S";"nunca";"No_vida"
2317;"M";"";"nunca";"Jubilacion_GOLF"
2318;"M";"";"total";"Autos"
2319;"M";"C";"parcial";"Ahorro"
2320;"M";"C";"parcial";"Ahorro"
2321;"M";"C";"total";"No_vida"
2322;"M";"D";"total";"No_vida"
2323;"H";"C";"total";"Autos"
2324;"H";"S";"total";"Salud"
2325;"M";"";"nunca";"No_vida"
2326;"H";"";"total";"No_vida"
2327;"M";"";"total";"Ahorro"
2328;"M";"S";"nunca";"Vida_Riesgo"
2329;"M";"S";"nunca";"No_vida"
2330;"M";"";"nunca";"No_vida"
2331;"H";"C";"parcial";"Ahorro"
2332;"H";"C";"parcial";"Ahorro"
2333;"H";"C";"parcial";"No_vida"
2334;"H";"C";"nunca";"No_vida"
2335;"H";"C";"parcial";"Ahorro"
2336;"M";"C";"total";"No_vida"
2337;"H";"C";"nunca";"No_vida"
2338;"M";"S";"nunca";"No_vida"
2339;"M";"C";"parcial";"Ahorro"
2340;"H";"C";"total";"Autos"
2341;"H";"";"nunca";"Riesgo_Tomador"
2342;"H";"C";"total";"No_vida"
2343;"H";"C";"fallecido";"Ahorro"
2344;"H";"C";"parcial";"Ahorro"
2345;"M";"C";"nunca";"Ahorro"
2346;"H";"C";"parcial";"No_vida"
2347;"M";"D";"parcial";"Ahorro"
2348;"H";"C";"parcial";"No_vida"
2349;"M";"C";"nunca";"No_vida"
2350;"H";"C";"nunca";"No_vida"
2351;"H";"C";"parcial";"Ahorro"
2352;"H";"C";"total";"Rentas"
2353;"H";"D";"total";"No_vida"
2354;"H";"";"nunca";"Jubilacion_GOLF"
2355;"M";"C";"nunca";"Vida_Riesgo"
2356;"H";"C";"parcial";"Vida_Riesgo"
2357;"M";"S";"parcial";"No_vida"
2358;"M";"C";"total";"No_vida"
2359;"H";"";"parcial";"Ahorro"
2360;"H";"C";"parcial";"Ahorro"
2361;"H";"C";"parcial";"No_vida"
2362;"M";"C";"nunca";"Ahorro"
2363;"M";"S";"total";"No_vida"
2364;"M";"";"nunca";"No_vida"
2365;"M";"C";"parcial";"No_vida"
2366;"M";"S";"parcial";"No_vida"
2367;"M";"C";"parcial";"Jubilacion_GOLF"
2368;"M";"D";"total";"No_vida"
2369;"H";"S";"nunca";"Ahorro"
2370;"H";"C";"nunca";"Ahorro"
2371;"H";"S";"nunca";"Ahorro"
2372;"H";"C";"fallecido";"Ahorro"
2373;"H";"C";"parcial";"Ahorro"
2374;"H";"";"nunca";"Autos"
2375;"H";"";"total";"Autos"
2376;"H";"";"total";"Ahorro"
2377;"M";"C";"total";"No_vida"
2378;"H";"C";"parcial";"Ahorro"
2379;"H";"C";"nunca";"No_vida"
2380;"M";"C";"total";"No_vida"
2381;"H";"";"nunca";"Jubilacion_GOLF"
2382;"H";"";"total";"No_vida"
2383;"H";"C";"parcial";"Ahorro"
2384;"M";"C";"nunca";"Vida_Riesgo"
2385;"M";"S";"nunca";"No_vida"
2386;"H";"D";"total";"Ahorro"
2387;"H";"V";"total";"Ahorro"
2388;"H";"";"parcial";"Ahorro"
2389;"M";"D";"parcial";"Ahorro"
2390;"H";"C";"total";"Ahorro"
2391;"H";"C";"nunca";"Ahorro"
2392;"H";"";"total";"Ahorro"
2393;"H";"C";"parcial";"Ahorro"
2394;"M";"S";"nunca";"Vida_Riesgo"
2395;"M";"C";"nunca";"Vida_Riesgo"
2396;"M";"C";"nunca";"No_vida"
2397;"M";"S";"total";"No_vida"
2398;"M";"C";"nunca";"Ahorro"
2399;"M";"C";"parcial";"Vida_Riesgo"
2400;"M";"";"total";"Ahorro"
2401;"H";"C";"total";"Vida_Riesgo"
2402;"H";"C";"parcial";"Ahorro"
2403;"M";"S";"parcial";"No_vida"
2404;"H";"C";"nunca";"Ahorro"
2405;"H";"C";"parcial";"Ahorro"
2406;"H";"C";"total";"No_vida"
2407;"M";"";"nunca";"Ahorro"
2408;"H";"C";"parcial";"Ahorro"
2409;"H";"C";"total";"Ahorro"
2410;"H";"";"total";"Ahorro"
2411;"H";"";"parcial";"Ahorro"
2412;"H";"C";"total";"Ahorro"
2413;"H";"C";"parcial";"No_vida"
2414;"H";"";"parcial";"Ahorro"
2415;"H";"C";"nunca";"Ahorro"
2416;"M";"";"total";"Ahorro"
2417;"H";"";"nunca";"Ahorro"
2418;"H";"";"parcial";"Autos"
2419;"M";"S";"total";"No_vida"
2420;"H";"C";"parcial";"Ahorro"
2421;"H";"C";"parcial";"Ahorro"
2422;"H";"";"parcial";"Ahorro"
2423;"M";"C";"total";"No_vida"
2424;"H";"";"total";"Ahorro"
2425;"M";"C";"total";"No_vida"
2426;"M";"S";"nunca";"Ahorro"
2427;"H";"S";"nunca";"No_vida"
2428;"M";"C";"nunca";"Ahorro"
2429;"H";"C";"parcial";"Ahorro"
2430;"M";"S";"parcial";"No_vida"
2431;"M";"C";"nunca";"Ahorro"
2432;"M";"";"nunca";"Vida_Riesgo"
2433;"H";"C";"parcial";"Ahorro"
2434;"M";"C";"parcial";"Ahorro"
2435;"M";"D";"parcial";"Ahorro"
2436;"H";"C";"nunca";"Ahorro"
2437;"H";"C";"nunca";"Ahorro"
2438;"M";"C";"parcial";"Ahorro"
2439;"H";"C";"parcial";"No_vida"
2440;"M";"C";"total";"Ahorro"
2441;"M";"";"nunca";"Ahorro"
2442;"M";"S";"nunca";"Ahorro"
2443;"H";"S";"nunca";"No_vida"
2444;"M";"V";"parcial";"Vida_Riesgo"
2445;"H";"";"fallecido";"Ahorro"
2446;"M";"S";"nunca";"No_vida"
2447;"M";"S";"nunca";"No_vida"
2448;"H";"";"total";"Ahorro"
2449;"M";"S";"total";"Ahorro"
2450;"H";"C";"parcial";"Ahorro"
2451;"H";"C";"nunca";"Ahorro"
2452;"M";"S";"nunca";"No_vida"
2453;"H";"C";"parcial";"Vida_Riesgo"
2454;"H";"";"parcial";"Ahorro"
2455;"M";"C";"nunca";"Jubilacion"
2456;"M";"";"total";"Ahorro"
2457;"H";"";"parcial";"Autos"
2458;"M";"S";"nunca";"No_vida"
2459;"H";"";"parcial";"Ahorro"
2460;"H";"C";"total";"No_vida"
2461;"M";"C";"parcial";"Ahorro"
2462;"M";"";"nunca";"No_vida"
2463;"M";"C";"parcial";"Ahorro"
2464;"H";"";"nunca";"Ahorro"
2465;"H";"C";"nunca";"No_vida"
2466;"M";"S";"parcial";"No_vida"
2467;"H";"C";"parcial";"No_vida"
2468;"M";"S";"nunca";"No_vida"
2469;"H";"";"nunca";"No_vida"
2470;"H";"S";"parcial";"No_vida"
2471;"H";"";"total";"Ahorro"
2472;"M";"";"total";"Vida_Riesgo"
2473;"M";"";"nunca";"Ahorro"
2474;"H";"C";"parcial";"Ahorro"
2475;"H";"C";"parcial";"Ahorro"
2476;"H";"C";"nunca";"Ahorro"
2477;"M";"S";"total";"Autos"
2478;"H";"C";"parcial";"No_vida"
2479;"M";"C";"total";"No_vida"
2480;"M";"C";"parcial";"Ahorro"
2481;"H";"S";"nunca";"No_vida"
2482;"H";"";"total";"Ahorro"
2483;"M";"V";"parcial";"No_vida"
2484;"M";"S";"total";"No_vida"
2485;"M";"S";"nunca";"No_vida"
2486;"M";"C";"parcial";"Ahorro"
2487;"H";"";"parcial";"Ahorro"
2488;"H";"C";"parcial";"Ahorro"
2489;"H";"S";"nunca";"No_vida"
2490;"M";"";"total";"No_vida"
2491;"M";"C";"nunca";"Ahorro"
2492;"H";"C";"parcial";"Ahorro"
2493;"M";"C";"nunca";"No_vida"
2494;"H";"S";"nunca";"No_vida"
2495;"H";"S";"nunca";"No_vida"
2496;"M";"C";"total";"Ahorro"
2497;"M";"S";"total";"No_vida"
2498;"H";"C";"parcial";"Ahorro"
2499;"H";"C";"total";"No_vida"
2500;"M";"C";"parcial";"Ahorro"
2501;"M";"C";"nunca";"Ahorro"
2502;"M";"C";"parcial";"No_vida"
2503;"M";"";"fallecido";"Ahorro"
2504;"M";"C";"nunca";"No_vida"
2505;"M";"S";"nunca";"No_vida"
2506;"H";"C";"parcial";"Ahorro"
2507;"H";"S";"nunca";"Ahorro"
2508;"M";"D";"parcial";"Ahorro"
2509;"H";"C";"total";"Vida_Riesgo"
2510;"H";"S";"nunca";"Ahorro"
2511;"M";"";"nunca";"Ahorro"
2512;"M";"S";"total";"No_vida"
2513;"H";"S";"nunca";"No_vida"
2514;"H";"S";"total";"Autos"
2515;"H";"C";"parcial";"Ahorro"
2516;"M";"S";"nunca";"No_vida"
2517;"H";"";"nunca";"Jubilacion_GOLF"
2518;"H";"C";"total";"No_vida"
2519;"M";"S";"total";"Ahorro"
2520;"H";"S";"nunca";"Vida_Riesgo"
2521;"M";"C";"total";"No_vida"
2522;"M";"C";"total";"Ahorro"
2523;"H";"";"total";"Autos"
2524;"H";"C";"parcial";"Ahorro"
2525;"M";"S";"parcial";"No_vida"
2526;"H";"S";"total";"No_vida"
2527;"M";"S";"total";"No_vida"
2528;"H";"S";"total";"No_vida"
2529;"H";"S";"total";"No_vida"
2530;"M";"C";"nunca";"Jubilacion"
2531;"M";"S";"nunca";"No_vida"
2532;"H";"C";"nunca";"No_vida"
2533;"H";"S";"parcial";"Ahorro"
2534;"M";"C";"total";"No_vida"
2535;"H";"C";"parcial";"Ahorro"
2536;"M";"";"total";"No_vida"
2537;"M";"S";"total";"No_vida"
2538;"M";"S";"total";"No_vida"
2539;"M";"C";"nunca";"Ahorro"
2540;"M";"C";"nunca";"Ahorro"
2541;"H";"V";"total";"Vida_Riesgo"
2542;"H";"";"parcial";"Ahorro"
2543;"M";"";"total";"Vida_Riesgo"
2544;"H";"";"nunca";"Ahorro"
2545;"M";"";"parcial";"Ahorro"
2546;"M";"";"total";"No_vida"
2547;"M";"";"total";"Autos"
2548;"M";"";"nunca";"No_vida"
2549;"H";"C";"total";"Ahorro"
2550;"M";"S";"total";"No_vida"
2551;"H";"S";"parcial";"Ahorro"
2552;"M";"C";"parcial";"Ahorro"
2553;"M";"S";"nunca";"No_vida"
2554;"M";"C";"total";"No_vida"
2555;"H";"";"fallecido";"Ahorro"
2556;"H";"S";"parcial";"Ahorro"
2557;"H";"S";"nunca";"No_vida"
2558;"M";"C";"total";"Vida_Riesgo"
2559;"M";"S";"nunca";"Ahorro"
2560;"M";"C";"total";"Ahorro"
2561;"H";"C";"nunca";"Ahorro"
2562;"H";"D";"parcial";"Ahorro"
2563;"M";"D";"total";"No_vida"
2564;"M";"";"nunca";"Ahorro"
2565;"M";"C";"nunca";"Ahorro"
2566;"M";"";"parcial";"Ahorro"
2567;"M";"S";"parcial";"Ahorro"
2568;"M";"C";"parcial";"No_vida"
2569;"H";"";"parcial";"Ahorro"
2570;"H";"";"parcial";"No_vida"
2571;"M";"";"parcial";"Ahorro"
2572;"H";"C";"nunca";"Vida_Riesgo"
2573;"H";"C";"parcial";"No_vida"
2574;"M";"S";"total";"No_vida"
2575;"M";"C";"total";"Ahorro"
2576;"H";"S";"total";"No_vida"
2577;"M";"";"nunca";"Ahorro"
2578;"H";"";"parcial";"No_vida"
2579;"H";"C";"total";"Ahorro"
2580;"H";"C";"parcial";"Ahorro"
2581;"H";"C";"nunca";"Jubilacion"
2582;"M";"C";"nunca";"No_vida"
2583;"H";"";"nunca";"No_vida"
2584;"H";"C";"parcial";"Ahorro"
2585;"M";"";"total";"No_vida"
2586;"H";"C";"nunca";"Ahorro"
2587;"H";"C";"parcial";"Ahorro"
2588;"H";"S";"total";"No_vida"
2589;"H";"C";"nunca";"No_vida"
2590;"M";"C";"nunca";"Ahorro"
2591;"H";"";"nunca";"Ahorro"
2592;"H";"C";"parcial";"Ahorro"
2593;"M";"C";"total";"No_vida"
2594;"M";"";"nunca";"Ahorro"
2595;"M";"S";"total";"No_vida"
2596;"M";"C";"parcial";"Ahorro"
2597;"";"";"nunca";"Ahorro"
2598;"M";"";"nunca";"No_vida"
2599;"H";"C";"nunca";"Ahorro"
2600;"H";"C";"nunca";"No_vida"
2601;"H";"C";"total";"Ahorro"
2602;"H";"C";"total";"No_vida"
2603;"M";"S";"nunca";"No_vida"
2604;"M";"C";"total";"No_vida"
2605;"H";"C";"fallecido";"No_vida"
2606;"H";"C";"parcial";"Ahorro"
2607;"H";"C";"parcial";"Jubilacion"
2608;"M";"C";"parcial";"Ahorro"
2609;"H";"";"total";"Ahorro"
2610;"H";"S";"nunca";"Autos"
2611;"M";"C";"nunca";"Ahorro"
2612;"H";"C";"total";"Autos"
2613;"M";"";"total";"Ahorro"
2614;"H";"";"total";"Autos"
2615;"M";"S";"total";"No_vida"
2616;"M";"C";"total";"No_vida"
2617;"H";"";"nunca";"Ahorro"
2618;"M";"C";"nunca";"No_vida"
2619;"M";"S";"nunca";"No_vida"
2620;"M";"C";"parcial";"No_vida"
2621;"H";"C";"parcial";"Ahorro"
2622;"M";"";"nunca";"Vida_Riesgo"
2623;"H";"C";"parcial";"Ahorro"
2624;"M";"";"nunca";"No_vida"
2625;"M";"C";"total";"Vida_Riesgo"
2626;"M";"C";"total";"No_vida"
2627;"M";"";"total";"Ahorro"
2628;"M";"D";"total";"Ahorro"
2629;"M";"S";"nunca";"No_vida"
2630;"M";"S";"total";"No_vida"
2631;"H";"S";"total";"Autos"
2632;"H";"S";"nunca";"Jubilacion"
2633;"M";"S";"total";"No_vida"
2634;"M";"S";"nunca";"No_vida"
2635;"H";"";"total";"Ahorro"
2636;"H";"S";"parcial";"No_vida"
2637;"M";"";"total";"Ahorro"
2638;"M";"C";"total";"No_vida"
2639;"H";"C";"nunca";"Ahorro"
2640;"H";"S";"parcial";"Ahorro"
2641;"H";"S";"nunca";"No_vida"
2642;"M";"";"parcial";"Ahorro"
2643;"H";"";"total";"Autos"
2644;"H";"";"nunca";"Ahorro"
2645;"M";"";"parcial";"Vida_Riesgo"
2646;"H";"S";"nunca";"Ahorro"
2647;"M";"C";"total";"Autos"
2648;"H";"C";"nunca";"Rentas"
2649;"H";"C";"total";"Ahorro"
2650;"H";"C";"parcial";"Ahorro"
2651;"H";"";"total";"Autos"
2652;"H";"";"parcial";"Ahorro"
2653;"H";"C";"nunca";"Ahorro"
2654;"H";"C";"parcial";"Autos"
2655;"H";"";"total";"Ahorro"
2656;"M";"C";"parcial";"Ahorro"
2657;"H";"C";"total";"Ahorro"
2658;"H";"";"parcial";"Ahorro"
2659;"M";"S";"nunca";"Jubilacion"
2660;"H";"C";"nunca";"Jubilacion"
2661;"H";"C";"total";"Autos"
2662;"H";"S";"total";"Vida_Riesgo"
2663;"M";"";"nunca";"Ahorro"
2664;"H";"C";"total";"No_vida"
2665;"M";"C";"total";"No_vida"
2666;"M";"C";"total";"Jubilacion"
2667;"H";"";"parcial";"Ahorro"
2668;"H";"C";"parcial";"Ahorro"
2669;"H";"";"nunca";"Ahorro"
2670;"M";"V";"nunca";"Ahorro"
2671;"M";"";"nunca";"Autos"
2672;"M";"C";"parcial";"Ahorro"
2673;"H";"";"total";"Autos"
2674;"H";"S";"total";"No_vida"
2675;"H";"C";"parcial";"Ahorro"
2676;"M";"C";"total";"No_vida"
2677;"H";"";"total";"Vida_Riesgo"
2678;"H";"C";"total";"Ahorro"
2679;"H";"C";"total";"Autos"
2680;"M";"C";"parcial";"Ahorro"
2681;"M";"";"total";"No_vida"
2682;"M";"C";"total";"Ahorro"
2683;"H";"C";"total";"Ahorro"
2684;"H";"";"total";"Ahorro"
2685;"M";"";"parcial";"Ahorro"
2686;"M";"";"total";"Ahorro"
2687;"H";"S";"nunca";"No_vida"
2688;"M";"S";"nunca";"No_vida"
2689;"M";"C";"parcial";"Ahorro"
2690;"H";"";"nunca";"Jubilacion_GOLF"
2691;"M";"C";"total";"Autos"
2692;"H";"C";"total";"Ahorro"
2693;"M";"S";"total";"No_vida"
2694;"M";"";"total";"Ahorro"
2695;"H";"S";"total";"Autos"
2696;"M";"";"nunca";"Ahorro"
2697;"H";"C";"parcial";"Ahorro"
2698;"H";"D";"parcial";"Ahorro"
2699;"M";"C";"nunca";"Ahorro"
2700;"M";"";"total";"Ahorro"
2701;"M";"C";"parcial";"No_vida"
2702;"H";"D";"total";"Vida_Riesgo"
2703;"M";"C";"total";"No_vida"
2704;"H";"S";"nunca";"No_vida"
2705;"M";"S";"total";"No_vida"
2706;"H";"";"nunca";"No_vida"
2707;"H";"C";"total";"Vida_Riesgo"
2708;"H";"";"total";"Ahorro"
2709;"M";"C";"nunca";"Ahorro"
2710;"H";"";"parcial";"Ahorro"
2711;"H";"";"nunca";"No_vida"
2712;"M";"D";"parcial";"Ahorro"
2713;"H";"";"fallecido";"Ahorro"
2714;"M";"C";"nunca";"Vida_Riesgo_PM"
2715;"H";"S";"nunca";"No_vida"
2716;"H";"C";"parcial";"Ahorro"
2717;"M";"C";"nunca";"Vida_Riesgo"
2718;"H";"C";"nunca";"Rentas"
2719;"H";"C";"parcial";"Ahorro"
2720;"M";"";"nunca";"No_vida"
2721;"M";"S";"nunca";"No_vida"
2722;"H";"C";"parcial";"Ahorro"
2723;"H";"C";"parcial";"Ahorro"
2724;"H";"C";"total";"Autos"
2725;"H";"C";"total";"Autos"
2726;"H";"C";"parcial";"Ahorro"
2727;"H";"C";"parcial";"Ahorro"
2728;"H";"";"total";"Autos"
2729;"M";"S";"nunca";"No_vida"
2730;"H";"";"total";"Autos"
2731;"H";"S";"nunca";"No_vida"
2732;"H";"C";"nunca";"Ahorro"
2733;"M";"C";"parcial";"Ahorro"
2734;"M";"";"nunca";"Ahorro"
2735;"H";"S";"parcial";"Ahorro"
2736;"H";"S";"total";"No_vida"
2737;"M";"";"total";"Ahorro"
2738;"M";"V";"fallecido";"Jubilacion_GOLF"
2739;"M";"C";"total";"Ahorro"
2740;"H";"D";"total";"Ahorro"
2741;"M";"C";"nunca";"No_vida"
2742;"M";"C";"nunca";"Rentas"
2743;"M";"C";"total";"Ahorro"
2744;"M";"C";"total";"No_vida"
2745;"M";"C";"total";"Ahorro"
2746;"H";"C";"parcial";"No_vida"
2747;"M";"S";"total";"No_vida"
2748;"M";"";"parcial";"No_vida"
2749;"H";"C";"total";"No_vida"
2750;"H";"C";"total";"Ahorro"
2751;"M";"S";"total";"No_vida"
2752;"M";"D";"parcial";"Vida_Riesgo"
2753;"H";"S";"nunca";"No_vida"
2754;"H";"C";"fallecido";"Ahorro"
2755;"H";"";"total";"Autos"
2756;"H";"";"parcial";"Ahorro"
2757;"H";"C";"nunca";"No_vida"
2758;"M";"";"total";"Ahorro"
2759;"H";"";"total";"No_vida"
2760;"M";"S";"parcial";"No_vida"
2761;"H";"C";"total";"Ahorro"
2762;"H";"C";"total";"Ahorro"
2763;"H";"";"total";"Autos"
2764;"H";"C";"total";"No_vida"
2765;"M";"";"nunca";"Ahorro"
2766;"H";"";"total";"Autos"
2767;"H";"C";"total";"No_vida"
2768;"H";"";"total";"No_vida"
2769;"H";"";"parcial";"Ahorro"
2770;"H";"";"fallecido";"Ahorro"
2771;"M";"S";"nunca";"No_vida"
2772;"H";"";"total";"Autos"
2773;"H";"C";"parcial";"Ahorro"
2774;"M";"C";"nunca";"Jubilacion"
2775;"H";"C";"nunca";"No_vida"
2776;"H";"C";"parcial";"Ahorro"
2777;"M";"";"nunca";"Ahorro"
2778;"H";"S";"nunca";"Ahorro"
2779;"M";"S";"total";"Jubilacion"
2780;"M";"S";"total";"No_vida"
2781;"H";"";"total";"Ahorro"
2782;"H";"";"parcial";"Ahorro"
2783;"H";"";"total";"Salud"
2784;"H";"";"nunca";"No_vida"
2785;"M";"C";"parcial";"Ahorro"
2786;"H";"";"parcial";"Ahorro"
2787;"M";"S";"total";"No_vida"
2788;"H";"S";"nunca";"No_vida"
2789;"M";"";"total";"Ahorro"
2790;"H";"C";"total";"Ahorro"
2791;"M";"S";"total";"No_vida"
2792;"M";"C";"parcial";"Ahorro"
2793;"H";"S";"parcial";"Ahorro"
2794;"H";"C";"parcial";"Ahorro"
2795;"H";"C";"parcial";"Vida_Riesgo"
2796;"M";"C";"nunca";"Ahorro"
2797;"H";"D";"parcial";"Ahorro"
2798;"H";"S";"total";"No_vida"
2799;"H";"";"parcial";"Ahorro"
2800;"H";"";"total";"Ahorro"
2801;"M";"S";"nunca";"No_vida"
2802;"H";"C";"total";"No_vida"
2803;"M";"C";"total";"No_vida"
2804;"M";"";"nunca";"Ahorro"
2805;"M";"S";"parcial";"Ahorro"
2806;"H";"";"parcial";"Vida_Riesgo"
2807;"M";"S";"parcial";"No_vida"
2808;"H";"C";"parcial";"Vida_Riesgo"
2809;"H";"S";"total";"Autos"
2810;"H";"C";"total";"Autos"
2811;"H";"";"nunca";"Jubilacion_GOLF"
2812;"H";"C";"parcial";"No_vida"
2813;"M";"S";"total";"No_vida"
2814;"M";"C";"parcial";"No_vida"
2815;"H";"C";"nunca";"Vida_Riesgo_PM"
2816;"H";"";"total";"Ahorro"
2817;"M";"S";"nunca";"Ahorro"
2818;"M";"C";"nunca";"Ahorro"
2819;"M";"S";"total";"No_vida"
2820;"M";"C";"total";"Jubilacion"
2821;"M";"D";"parcial";"Ahorro"
2822;"H";"C";"total";"Ahorro"
2823;"M";"C";"total";"Autos"
2824;"M";"S";"nunca";"No_vida"
2825;"M";"C";"nunca";"No_vida"
2826;"M";"S";"parcial";"Ahorro"
2827;"M";"";"total";"No_vida"
2828;"H";"C";"parcial";"Ahorro"
2829;"M";"C";"total";"Vida_Riesgo"
2830;"H";"";"nunca";"Ahorro"
2831;"";"";"parcial";"Autos"
2832;"H";"S";"total";"Autos"
2833;"H";"";"parcial";"Ahorro"
2834;"H";"S";"total";"No_vida"
2835;"M";"S";"parcial";"No_vida"
2836;"H";"C";"parcial";"Autos"
2837;"M";"";"total";"No_vida"
2838;"M";"V";"parcial";"Ahorro"
2839;"H";"D";"total";"Autos"
2840;"M";"C";"parcial";"Ahorro"
2841;"M";"C";"parcial";"Ahorro"
2842;"M";"";"nunca";"Ahorro"
2843;"M";"";"total";"No_vida"
2844;"H";"";"fallecido";"Ahorro"
2845;"H";"C";"parcial";"Ahorro"
2846;"M";"S";"parcial";"Ahorro"
2847;"M";"";"nunca";"No_vida"
2848;"M";"S";"total";"No_vida"
2849;"M";"C";"total";"Ahorro"
2850;"H";"";"parcial";"Ahorro"
2851;"M";"S";"parcial";"No_vida"
2852;"M";"V";"total";"Ahorro"
2853;"H";"S";"nunca";"No_vida"
2854;"M";"C";"parcial";"Ahorro"
2855;"H";"";"parcial";"Ahorro"
2856;"M";"";"total";"Ahorro"
2857;"H";"C";"nunca";"Ahorro"
2858;"M";"C";"parcial";"Ahorro"
2859;"H";"C";"nunca";"No_vida"
2860;"H";"S";"nunca";"No_vida"
2861;"M";"S";"total";"No_vida"
2862;"H";"C";"nunca";"No_vida"
2863;"M";"C";"total";"No_vida"
2864;"M";"S";"parcial";"Ahorro"
2865;"H";"C";"total";"No_vida"
2866;"H";"";"total";"Vida_Riesgo"
2867;"M";"C";"total";"Riesgo_Tomador"
2868;"H";"S";"nunca";"Ahorro"
2869;"M";"S";"total";"No_vida"
2870;"H";"S";"parcial";"No_vida"
2871;"M";"V";"nunca";"No_vida"
2872;"M";"C";"nunca";"Ahorro"
2873;"M";"";"nunca";"Ahorro"
2874;"H";"C";"total";"Ahorro"
2875;"M";"C";"parcial";"Ahorro"
2876;"M";"S";"nunca";"No_vida"
2877;"M";"";"total";"Ahorro"
2878;"M";"C";"total";"No_vida"
2879;"H";"";"nunca";"No_vida"
2880;"M";"C";"nunca";"No_vida"
2881;"M";"C";"total";"Ahorro"
2882;"H";"C";"parcial";"No_vida"
2883;"H";"C";"nunca";"No_vida"
2884;"H";"";"nunca";"No_vida"
2885;"M";"S";"total";"No_vida"
2886;"H";"";"nunca";"Ahorro"
2887;"M";"S";"total";"No_vida"
2888;"M";"";"nunca";"Ahorro"
2889;"H";"";"nunca";"No_vida"
2890;"H";"";"total";"Ahorro"
2891;"M";"S";"parcial";"Ahorro"
2892;"H";"";"fallecido";"Ahorro"
2893;"H";"";"parcial";"Ahorro"
2894;"M";"C";"parcial";"Ahorro"
2895;"H";"";"nunca";"Ahorro"
2896;"M";"";"parcial";"Ahorro"
2897;"M";"C";"nunca";"Ahorro"
2898;"M";"";"total";"Ahorro"
2899;"H";"";"total";"Autos"
2900;"H";"V";"total";"Vida_Riesgo"
2901;"H";"";"nunca";"No_vida"
2902;"H";"";"nunca";"Ahorro"
2903;"H";"S";"nunca";"No_vida"
2904;"M";"D";"parcial";"Ahorro"
2905;"M";"";"nunca";"Ahorro"
2906;"M";"S";"nunca";"No_vida"
2907;"H";"S";"nunca";"No_vida"
2908;"M";"C";"parcial";"Ahorro"
2909;"M";"D";"parcial";"Ahorro"
2910;"H";"";"total";"Autos"
2911;"M";"S";"parcial";"No_vida"
2912;"H";"D";"parcial";"Ahorro"
2913;"H";"C";"parcial";"Ahorro"
2914;"M";"S";"nunca";"No_vida"
2915;"H";"C";"parcial";"Ahorro"
2916;"H";"C";"parcial";"Ahorro"
2917;"M";"C";"parcial";"Ahorro"
2918;"M";"C";"parcial";"Ahorro"
2919;"H";"C";"fallecido";"Ahorro"
2920;"H";"C";"parcial";"Ahorro"
2921;"M";"S";"nunca";"Vida_Riesgo"
2922;"M";"C";"total";"Ahorro"
2923;"M";"S";"total";"No_vida"
2924;"M";"C";"nunca";"Vida_Riesgo_PM"
2925;"M";"C";"nunca";"Vida_Riesgo_PM"
2926;"M";"S";"nunca";"No_vida"
2927;"M";"S";"parcial";"No_vida"
2928;"H";"";"parcial";"Ahorro"
2929;"H";"V";"parcial";"Vida_Riesgo"
2930;"H";"C";"parcial";"Ahorro"
2931;"H";"S";"nunca";"No_vida"
2932;"M";"S";"nunca";"No_vida"
2933;"H";"C";"parcial";"No_vida"
2934;"H";"";"fallecido";"Ahorro"
2935;"H";"C";"parcial";"Vida_Riesgo"
2936;"H";"C";"nunca";"No_vida"
2937;"M";"C";"parcial";"Ahorro"
2938;"H";"C";"parcial";"Ahorro"
2939;"H";"C";"nunca";"Ahorro"
2940;"M";"C";"nunca";"No_vida"
2941;"M";"";"nunca";"No_vida"
2942;"H";"";"parcial";"Ahorro"
2943;"M";"";"parcial";"Ahorro"
2944;"M";"C";"parcial";"Ahorro"
2945;"M";"S";"nunca";"No_vida"
2946;"M";"";"total";"No_vida"
2947;"M";"C";"total";"Vida_Riesgo"
2948;"H";"D";"parcial";"No_vida"
2949;"M";"C";"parcial";"Ahorro"
2950;"H";"";"parcial";"Ahorro"
2951;"M";"C";"parcial";"Ahorro"
