"id_cliente";"sexo";"estado_civil";"tipo_baja";"familia_captacion"
14137;"H";"S";"nunca";"No_vida"
14138;"M";"C";"parcial";"Jubilacion"
14139;"H";"S";"nunca";"No_vida"
14140;"H";"C";"total";"Ahorro"
14141;"H";"C";"total";"No_vida"
14142;"M";"C";"parcial";"No_vida"
14143;"M";"V";"parcial";"Ahorro"
14144;"M";"";"total";"Ahorro"
14145;"M";"C";"parcial";"No_vida"
14146;"M";"S";"total";"No_vida"
14147;"M";"C";"nunca";"Ahorro"
14148;"H";"S";"total";"No_vida"
14149;"M";"";"total";"No_vida"
14150;"M";"C";"parcial";"Ahorro"
14151;"H";"";"total";"Autos"
14152;"H";"C";"parcial";"Ahorro"
14153;"H";"S";"nunca";"No_vida"
14154;"M";"";"parcial";"No_vida"
14155;"H";"C";"parcial";"Ahorro"
14156;"M";"S";"nunca";"No_vida"
14157;"M";"S";"nunca";"Vida_Riesgo_PM"
14158;"M";"D";"parcial";"No_vida"
14159;"M";"S";"nunca";"No_vida"
14160;"H";"";"nunca";"Ahorro"
14161;"M";"S";"nunca";"No_vida"
14162;"H";"S";"total";"No_vida"
14163;"M";"S";"total";"No_vida"
14164;"M";"C";"nunca";"Vida_Riesgo"
14165;"M";"C";"total";"Vida_Riesgo"
14166;"M";"";"nunca";"No_vida"
14167;"M";"";"total";"No_vida"
14168;"H";"C";"total";"Ahorro"
14169;"M";"C";"total";"Ahorro"
14170;"H";"S";"nunca";"No_vida"
14171;"H";"";"total";"No_vida"
14172;"H";"D";"fallecido";"Ahorro"
14173;"M";"S";"nunca";"No_vida"
14174;"H";"C";"parcial";"Ahorro"
14175;"M";"S";"nunca";"No_vida"
14176;"M";"C";"nunca";"Ahorro"
14177;"H";"C";"nunca";"Ahorro"
14178;"M";"";"total";"No_vida"
14179;"M";"";"total";"Vida_Riesgo"
14180;"M";"C";"nunca";"Ahorro"
14181;"H";"D";"parcial";"Ahorro"
14182;"H";"";"parcial";"Ahorro"
14183;"H";"";"nunca";"Ahorro"
14184;"H";"C";"total";"No_vida"
14185;"H";"S";"parcial";"No_vida"
14186;"H";"C";"nunca";"Ahorro"
14187;"M";"C";"total";"Vida_Riesgo"
14188;"M";"C";"parcial";"Ahorro"
14189;"M";"D";"total";"No_vida"
14190;"H";"C";"total";"Autos"
14191;"H";"S";"nunca";"Ahorro"
14192;"H";"S";"total";"Ahorro"
14193;"M";"";"parcial";"Ahorro"
14194;"H";"C";"parcial";"Ahorro"
14195;"M";"C";"parcial";"Ahorro"
14196;"H";"C";"total";"Autos"
14197;"H";"";"parcial";"Autos"
14198;"M";"";"nunca";"Jubilacion_GOLF"
14199;"M";"";"nunca";"Ahorro"
14200;"M";"C";"nunca";"Vida_Riesgo"
14201;"H";"S";"nunca";"No_vida"
14202;"H";"C";"total";"No_vida"
14203;"M";"C";"total";"Ahorro"
14204;"H";"C";"parcial";"No_vida"
14205;"H";"C";"parcial";"Ahorro"
14206;"H";"C";"parcial";"Ahorro"
14207;"M";"";"parcial";"Ahorro"
14208;"M";"";"nunca";"Ahorro"
14209;"H";"C";"total";"No_vida"
14210;"M";"";"parcial";"Ahorro"
14211;"H";"C";"total";"Autos"
14212;"M";"C";"parcial";"Ahorro"
14213;"M";"C";"total";"Vida_Riesgo"
14214;"H";"S";"nunca";"Jubilacion_GOLF"
14215;"H";"C";"parcial";"Ahorro"
14216;"M";"C";"nunca";"No_vida"
14217;"H";"C";"parcial";"Ahorro"
14218;"M";"S";"total";"No_vida"
14219;"M";"C";"total";"No_vida"
14220;"M";"D";"nunca";"Ahorro"
14221;"M";"C";"total";"No_vida"
14222;"H";"C";"total";"No_vida"
14223;"H";"C";"parcial";"Ahorro"
14224;"M";"C";"parcial";"No_vida"
14225;"M";"C";"total";"No_vida"
14226;"M";"";"nunca";"No_vida"
14227;"M";"";"nunca";"Ahorro"
14228;"H";"C";"total";"Ahorro"
14229;"M";"C";"parcial";"Ahorro"
14230;"H";"S";"nunca";"No_vida"
14231;"H";"";"total";"No_vida"
14232;"H";"C";"total";"No_vida"
14233;"H";"C";"parcial";"No_vida"
14234;"M";"";"parcial";"No_vida"
14235;"M";"C";"total";"No_vida"
14236;"M";"";"nunca";"No_vida"
14237;"M";"C";"total";"Autos"
14238;"M";"";"nunca";"Ahorro"
14239;"H";"C";"parcial";"Ahorro"
14240;"M";"S";"nunca";"No_vida"
14241;"H";"C";"nunca";"Jubilacion"
14242;"H";"C";"parcial";"Ahorro"
14243;"H";"";"fallecido";"No_vida"
14244;"M";"S";"parcial";"Riesgo_Tomador"
14245;"M";"";"nunca";"Jubilacion_GOLF"
14246;"M";"";"total";"Ahorro"
14247;"M";"S";"nunca";"No_vida"
14248;"M";"";"nunca";"Ahorro"
14249;"M";"C";"parcial";"Ahorro"
14250;"M";"C";"total";"Autos"
14251;"M";"C";"nunca";"Vida_Riesgo"
14252;"H";"C";"parcial";"Ahorro"
14253;"H";"C";"total";"Ahorro"
14254;"H";"";"nunca";"Ahorro"
14255;"M";"S";"total";"Ahorro"
14256;"M";"C";"parcial";"No_vida"
14257;"M";"S";"nunca";"No_vida"
14258;"M";"D";"total";"No_vida"
14259;"M";"";"nunca";"No_vida"
14260;"H";"C";"parcial";"Ahorro"
14261;"M";"S";"total";"No_vida"
14262;"M";"S";"total";"No_vida"
14263;"H";"";"total";"No_vida"
14264;"M";"S";"nunca";"No_vida"
14265;"M";"S";"nunca";"No_vida"
14266;"H";"";"parcial";"Ahorro"
14267;"H";"C";"parcial";"Ahorro"
14268;"M";"D";"nunca";"No_vida"
14269;"M";"S";"parcial";"Ahorro"
14270;"H";"S";"total";"No_vida"
14271;"H";"C";"nunca";"No_vida"
14272;"M";"S";"total";"No_vida"
14273;"M";"C";"nunca";"Ahorro"
14274;"M";"C";"parcial";"Ahorro"
14275;"H";"";"nunca";"Ahorro"
14276;"H";"D";"total";"Ahorro"
14277;"M";"";"total";"Ahorro"
14278;"M";"C";"total";"No_vida"
14279;"H";"C";"total";"Vida_Riesgo"
14280;"H";"";"total";"Ahorro"
14281;"M";"C";"total";"No_vida"
14282;"M";"C";"total";"No_vida"
14283;"H";"C";"parcial";"Ahorro"
14284;"H";"C";"parcial";"Ahorro"
14285;"H";"";"nunca";"Ahorro"
14286;"H";"";"total";"Autos"
14287;"M";"C";"nunca";"Vida_Riesgo"
14288;"H";"C";"parcial";"Ahorro"
14289;"M";"C";"total";"No_vida"
14290;"M";"D";"total";"No_vida"
14291;"M";"V";"total";"Vida_Riesgo"
14292;"H";"C";"parcial";"No_vida"
14293;"H";"C";"parcial";"Ahorro"
14294;"M";"C";"nunca";"Ahorro"
14295;"M";"S";"parcial";"Ahorro"
14296;"M";"";"total";"No_vida"
14297;"H";"C";"parcial";"Ahorro"
14298;"H";"";"parcial";"Ahorro"
14299;"M";"";"nunca";"Ahorro"
14300;"H";"";"total";"Ahorro"
14301;"H";"S";"total";"No_vida"
14302;"M";"";"total";"Ahorro"
14303;"M";"S";"nunca";"No_vida"
14304;"M";"S";"total";"No_vida"
14305;"H";"C";"parcial";"Ahorro"
14306;"M";"C";"total";"Ahorro"
14307;"M";"S";"parcial";"Riesgo_Tomador"
14308;"M";"C";"nunca";"No_vida"
14309;"H";"";"nunca";"Ahorro"
14310;"H";"C";"total";"Ahorro"
14311;"H";"C";"parcial";"Ahorro"
14312;"M";"C";"parcial";"Ahorro"
14313;"H";"";"total";"Ahorro"
14314;"H";"";"fallecido";"Ahorro"
14315;"H";"";"total";"No_vida"
14316;"H";"C";"parcial";"Ahorro"
14317;"H";"";"nunca";"No_vida"
14318;"M";"";"parcial";"Ahorro"
14319;"H";"S";"total";"No_vida"
14320;"M";"S";"total";"No_vida"
14321;"H";"C";"parcial";"Ahorro"
14322;"H";"C";"parcial";"Ahorro"
14323;"M";"C";"parcial";"Ahorro"
14324;"M";"";"total";"Ahorro"
14325;"H";"C";"total";"Ahorro"
14326;"H";"C";"parcial";"Ahorro"
14327;"M";"";"total";"Autos"
14328;"H";"S";"nunca";"No_vida"
14329;"H";"C";"nunca";"Vida_Riesgo"
14330;"H";"";"total";"Ahorro"
14331;"M";"C";"parcial";"Ahorro"
14332;"M";"C";"nunca";"Ahorro"
14333;"H";"";"parcial";"Ahorro"
14334;"H";"S";"parcial";"Ahorro"
14335;"H";"C";"parcial";"Ahorro"
14336;"H";"C";"parcial";"Ahorro"
14337;"M";"S";"total";"No_vida"
14338;"H";"S";"total";"No_vida"
14339;"M";"S";"total";"Vida_Riesgo"
14340;"M";"V";"parcial";"Ahorro"
14341;"H";"";"nunca";"Ahorro"
14342;"H";"S";"total";"No_vida"
14343;"M";"";"nunca";"Ahorro"
14344;"H";"C";"total";"Autos"
14345;"M";"S";"total";"No_vida"
14346;"M";"C";"nunca";"Riesgo_Tomador"
14347;"M";"C";"parcial";"Ahorro"
14348;"M";"S";"total";"No_vida"
14349;"M";"S";"nunca";"Vida_Riesgo"
14350;"M";"C";"total";"No_vida"
14351;"M";"C";"nunca";"Rentas"
14352;"M";"";"total";"Autos"
14353;"H";"";"nunca";"Ahorro"
14354;"H";"C";"total";"Vida_Riesgo"
14355;"H";"C";"nunca";"Ahorro"
14356;"H";"";"total";"Autos"
14357;"M";"S";"nunca";"No_vida"
14358;"M";"";"total";"Ahorro"
14359;"H";"C";"parcial";"Vida_Riesgo"
14360;"H";"";"total";"No_vida"
14361;"H";"C";"total";"Ahorro"
14362;"H";"S";"total";"No_vida"
14363;"M";"";"total";"Ahorro"
14364;"M";"D";"parcial";"Ahorro"
14365;"H";"";"fallecido";"Ahorro"
14366;"H";"S";"nunca";"No_vida"
14367;"H";"";"nunca";"Riesgo_Tomador"
14368;"M";"";"parcial";"Autos"
14369;"M";"C";"total";"No_vida"
14370;"M";"V";"nunca";"Vida_Riesgo"
14371;"M";"C";"parcial";"No_vida"
14372;"M";"C";"nunca";"Ahorro"
14373;"H";"C";"parcial";"Vida_Riesgo"
14374;"H";"";"nunca";"Ahorro"
14375;"M";"C";"nunca";"Vida_Riesgo_PM"
14376;"M";"";"parcial";"Ahorro"
14377;"M";"C";"nunca";"Ahorro"
14378;"H";"";"total";"Ahorro"
14379;"M";"C";"total";"Vida_Riesgo"
14380;"H";"D";"nunca";"No_vida"
14381;"H";"S";"nunca";"Ahorro"
14382;"M";"S";"parcial";"No_vida"
14383;"H";"C";"nunca";"Autos"
14384;"H";"C";"total";"Ahorro"
14385;"H";"C";"total";"Autos"
14386;"H";"C";"fallecido";"Ahorro"
14387;"M";"";"parcial";"Ahorro"
14388;"H";"";"parcial";"Ahorro"
14389;"H";"";"parcial";"Ahorro"
14390;"H";"";"nunca";"Ahorro"
14391;"M";"V";"parcial";"Riesgo_Tomador"
14392;"M";"S";"total";"No_vida"
14393;"H";"C";"total";"No_vida"
14394;"M";"C";"total";"No_vida"
14395;"M";"C";"nunca";"No_vida"
14396;"M";"S";"nunca";"No_vida"
14397;"H";"";"total";"Autos"
14398;"M";"S";"nunca";"No_vida"
14399;"M";"S";"nunca";"No_vida"
14400;"M";"S";"total";"Ahorro"
14401;"M";"C";"total";"No_vida"
14402;"H";"";"total";"Ahorro"
14403;"M";"V";"parcial";"No_vida"
14404;"M";"";"nunca";"Ahorro"
14405;"H";"";"nunca";"Rentas"
14406;"H";"C";"parcial";"Vida_Riesgo"
14407;"H";"";"total";"Autos"
14408;"H";"C";"nunca";"Vida_Riesgo"
14409;"H";"";"parcial";"Ahorro"
14410;"H";"C";"parcial";"Ahorro"
14411;"H";"C";"total";"Autos"
14412;"H";"";"parcial";"Ahorro"
14413;"M";"C";"parcial";"Ahorro"
14414;"M";"";"total";"Autos"
14415;"H";"S";"parcial";"No_vida"
14416;"H";"";"total";"Ahorro"
14417;"H";"C";"parcial";"Ahorro"
14418;"M";"C";"parcial";"No_vida"
14419;"M";"";"total";"Autos"
14420;"M";"";"total";"Ahorro"
14421;"H";"C";"total";"No_vida"
14422;"M";"C";"nunca";"Vida_Riesgo"
14423;"H";"";"total";"Ahorro"
14424;"H";"";"parcial";"Ahorro"
14425;"H";"S";"nunca";"No_vida"
14426;"M";"C";"nunca";"Vida_Riesgo"
14427;"M";"C";"nunca";"No_vida"
14428;"H";"C";"parcial";"No_vida"
14429;"M";"C";"total";"No_vida"
14430;"H";"";"parcial";"Ahorro"
14431;"M";"";"total";"Ahorro"
14432;"H";"S";"total";"No_vida"
14433;"M";"C";"nunca";"Ahorro"
14434;"H";"C";"parcial";"Ahorro"
14435;"M";"";"parcial";"Ahorro"
14436;"M";"C";"nunca";"Ahorro"
14437;"M";"";"total";"No_vida"
14438;"M";"C";"total";"No_vida"
14439;"M";"";"total";"No_vida"
14440;"H";"C";"parcial";"Ahorro"
14441;"H";"C";"total";"No_vida"
14442;"H";"";"total";"Vida_Riesgo"
14443;"M";"";"nunca";"Vida_Riesgo"
14444;"H";"C";"nunca";"Ahorro"
14445;"H";"C";"nunca";"No_vida"
14446;"H";"";"total";"Autos"
14447;"M";"C";"total";"Ahorro"
14448;"M";"C";"total";"No_vida"
14449;"M";"C";"parcial";"Ahorro"
14450;"H";"S";"total";"No_vida"
14451;"H";"C";"parcial";"Ahorro"
14452;"H";"C";"parcial";"Vida_Riesgo"
14453;"H";"S";"nunca";"No_vida"
14454;"M";"C";"nunca";"Ahorro"
14455;"H";"";"total";"Ahorro"
14456;"H";"C";"total";"Vida_Riesgo"
14457;"H";"C";"parcial";"Ahorro"
14458;"H";"C";"parcial";"Vida_Riesgo"
14459;"H";"";"total";"Ahorro"
14460;"H";"D";"total";"No_vida"
14461;"H";"S";"parcial";"No_vida"
14462;"H";"";"fallecido";"Ahorro"
14463;"H";"C";"parcial";"Ahorro"
14464;"H";"";"fallecido";"No_vida"
14465;"M";"";"nunca";"No_vida"
14466;"H";"C";"parcial";"Ahorro"
14467;"M";"C";"parcial";"Vida_Riesgo"
14468;"M";"";"parcial";"No_vida"
14469;"M";"C";"nunca";"Vida_Riesgo"
14470;"H";"C";"total";"Ahorro"
14471;"M";"S";"parcial";"No_vida"
14472;"M";"S";"nunca";"No_vida"
14473;"H";"S";"nunca";"Vida_Riesgo"
14474;"M";"C";"total";"No_vida"
14475;"M";"";"total";"Autos"
14476;"M";"C";"total";"Jubilacion"
14477;"H";"";"nunca";"Vida_Riesgo"
14478;"H";"C";"parcial";"Ahorro"
14479;"H";"";"total";"Autos"
14480;"H";"S";"parcial";"No_vida"
14481;"H";"V";"total";"Ahorro"
14482;"H";"C";"nunca";"Vida_Riesgo_PM"
14483;"M";"C";"total";"No_vida"
14484;"H";"C";"total";"Ahorro"
14485;"M";"C";"total";"Ahorro"
14486;"H";"C";"total";"Ahorro"
14487;"H";"";"parcial";"Ahorro"
14488;"H";"C";"parcial";"Ahorro"
14489;"M";"S";"nunca";"No_vida"
14490;"M";"";"total";"Ahorro"
14491;"H";"C";"nunca";"No_vida"
14492;"M";"";"total";"Vida_Riesgo"
14493;"H";"C";"total";"Ahorro"
14494;"H";"";"parcial";"Ahorro"
14495;"M";"C";"total";"Vida_Riesgo"
14496;"H";"S";"total";"No_vida"
14497;"H";"S";"nunca";"Ahorro"
14498;"H";"";"parcial";"Autos"
14499;"H";"C";"parcial";"Ahorro"
14500;"M";"V";"parcial";"Ahorro"
14501;"H";"C";"parcial";"Ahorro"
14502;"H";"";"total";"Ahorro"
14503;"M";"C";"total";"Autos"
14504;"H";"C";"parcial";"Ahorro"
14505;"H";"C";"total";"No_vida"
14506;"H";"";"parcial";"Ahorro"
14507;"H";"";"fallecido";"Ahorro"
14508;"M";"D";"parcial";"Ahorro"
14509;"M";"C";"total";"Ahorro"
14510;"M";"C";"nunca";"No_vida"
14511;"H";"C";"parcial";"Ahorro"
14512;"M";"C";"total";"No_vida"
14513;"M";"";"parcial";"Ahorro"
14514;"M";"D";"parcial";"Vida_Riesgo"
14515;"H";"C";"total";"Autos"
14516;"H";"";"parcial";"Ahorro"
14517;"M";"";"nunca";"Ahorro"
14518;"M";"C";"total";"Ahorro"
14519;"H";"";"total";"Ahorro"
14520;"M";"S";"nunca";"No_vida"
14521;"M";"C";"parcial";"Vida_Riesgo"
14522;"M";"S";"nunca";"Ahorro"
14523;"H";"C";"total";"Vida_Riesgo"
14524;"M";"S";"nunca";"Ahorro"
14525;"M";"S";"parcial";"Ahorro"
14526;"H";"C";"total";"Autos"
14527;"M";"";"parcial";"Ahorro"
14528;"H";"S";"parcial";"No_vida"
14529;"M";"C";"nunca";"No_vida"
14530;"H";"";"nunca";"No_vida"
14531;"H";"S";"parcial";"Vida_Riesgo"
14532;"H";"C";"total";"No_vida"
14533;"H";"C";"total";"Autos"
14534;"M";"S";"total";"No_vida"
14535;"M";"C";"nunca";"No_vida"
14536;"M";"C";"nunca";"Vida_Riesgo_PM"
14537;"M";"C";"nunca";"Vida_Riesgo"
14538;"M";"S";"nunca";"Ahorro"
14539;"M";"C";"total";"No_vida"
14540;"M";"C";"total";"No_vida"
14541;"H";"C";"parcial";"Ahorro"
14542;"M";"";"nunca";"Ahorro"
14543;"H";"";"nunca";"Jubilacion_GOLF"
14544;"M";"";"total";"No_vida"
14545;"M";"";"total";"Ahorro"
14546;"M";"";"total";"Autos"
14547;"M";"";"parcial";"No_vida"
14548;"M";"S";"total";"No_vida"
14549;"H";"C";"fallecido";"Ahorro"
14550;"H";"S";"parcial";"Ahorro"
14551;"M";"S";"parcial";"No_vida"
14552;"H";"D";"nunca";"No_vida"
14553;"H";"C";"parcial";"Ahorro"
14554;"H";"C";"total";"Autos"
14555;"M";"S";"total";"No_vida"
14556;"M";"S";"total";"Vida_Riesgo"
14557;"M";"";"nunca";"Vida_Riesgo"
14558;"M";"C";"total";"Ahorro"
14559;"M";"C";"nunca";"No_vida"
14560;"H";"C";"nunca";"Ahorro"
14561;"H";"C";"parcial";"Ahorro"
14562;"H";"";"total";"Ahorro"
14563;"H";"";"total";"Ahorro"
14564;"M";"C";"total";"No_vida"
14565;"M";"S";"total";"No_vida"
14566;"M";"";"total";"Vida_Riesgo"
14567;"H";"";"total";"Ahorro"
14568;"M";"S";"total";"No_vida"
14569;"H";"";"total";"Ahorro"
14570;"H";"C";"parcial";"Vida_Riesgo"
14571;"M";"C";"parcial";"Ahorro"
14572;"M";"C";"parcial";"Ahorro"
14573;"M";"";"nunca";"Ahorro"
14574;"H";"C";"total";"Ahorro"
14575;"H";"";"parcial";"Ahorro"
14576;"M";"";"total";"No_vida"
14577;"M";"";"parcial";"Vida_Riesgo"
14578;"M";"";"nunca";"Jubilacion_GOLF"
14579;"M";"S";"total";"No_vida"
14580;"M";"";"nunca";"Ahorro"
14581;"H";"C";"total";"Ahorro"
14582;"H";"S";"nunca";"Ahorro"
14583;"H";"C";"parcial";"Ahorro"
14584;"H";"";"fallecido";"No_vida"
14585;"M";"C";"nunca";"Ahorro"
14586;"H";"";"nunca";"Ahorro"
14587;"";"";"total";"Autos"
14588;"H";"C";"nunca";"Vida_Riesgo"
14589;"M";"C";"total";"No_vida"
14590;"M";"";"parcial";"Ahorro"
14591;"M";"C";"parcial";"Ahorro"
14592;"M";"C";"parcial";"Ahorro"
14593;"M";"C";"total";"No_vida"
14594;"H";"";"fallecido";"Autos"
14595;"H";"C";"parcial";"Ahorro"
14596;"M";"S";"parcial";"No_vida"
14597;"M";"C";"parcial";"Ahorro"
14598;"H";"S";"nunca";"No_vida"
14599;"M";"";"nunca";"Jubilacion_GOLF"
14600;"M";"C";"total";"No_vida"
14601;"M";"C";"total";"No_vida"
14602;"M";"";"total";"Ahorro"
14603;"M";"C";"parcial";"No_vida"
14604;"M";"C";"parcial";"Ahorro"
14605;"M";"C";"parcial";"Ahorro"
14606;"M";"D";"parcial";"No_vida"
14607;"M";"V";"parcial";"No_vida"
14608;"H";"S";"total";"No_vida"
14609;"M";"S";"parcial";"Ahorro"
14610;"H";"C";"total";"Ahorro"
14611;"H";"C";"total";"No_vida"
14612;"M";"";"parcial";"Ahorro"
14613;"H";"";"total";"Autos"
14614;"H";"C";"total";"Ahorro"
14615;"M";"C";"nunca";"No_vida"
14616;"H";"C";"nunca";"Ahorro"
14617;"M";"";"nunca";"Ahorro"
14618;"H";"C";"parcial";"Ahorro"
14619;"H";"C";"total";"Autos"
14620;"M";"";"total";"Autos"
14621;"H";"C";"parcial";"Ahorro"
14622;"H";"C";"total";"No_vida"
14623;"M";"S";"nunca";"No_vida"
14624;"H";"";"parcial";"Ahorro"
14625;"H";"C";"nunca";"Ahorro"
14626;"H";"";"parcial";"Vida_Riesgo"
14627;"H";"S";"total";"No_vida"
14628;"M";"S";"total";"No_vida"
14629;"M";"C";"nunca";"No_vida"
14630;"H";"";"parcial";"Ahorro"
14631;"M";"";"total";"No_vida"
14632;"M";"S";"total";"Autos"
14633;"H";"";"total";"Ahorro"
14634;"H";"C";"total";"Ahorro"
14635;"H";"C";"parcial";"Ahorro"
14636;"M";"S";"total";"No_vida"
14637;"M";"C";"parcial";"Ahorro"
14638;"H";"";"total";"Ahorro"
14639;"H";"C";"nunca";"Vida_Riesgo"
14640;"H";"C";"nunca";"Vida_Riesgo"
14641;"M";"C";"nunca";"Ahorro"
14642;"H";"";"nunca";"Ahorro"
14643;"H";"";"parcial";"Autos"
14644;"H";"C";"parcial";"Ahorro"
14645;"M";"C";"parcial";"No_vida"
14646;"H";"S";"total";"Autos"
14647;"H";"C";"parcial";"Ahorro"
14648;"H";"S";"nunca";"No_vida"
14649;"M";"S";"total";"No_vida"
14650;"M";"";"nunca";"Ahorro"
14651;"M";"C";"parcial";"Ahorro"
14652;"M";"S";"nunca";"No_vida"
14653;"M";"S";"parcial";"Ahorro"
14654;"M";"";"nunca";"No_vida"
14655;"H";"S";"nunca";"Ahorro"
14656;"H";"S";"parcial";"No_vida"
14657;"M";"C";"total";"No_vida"
14658;"H";"";"nunca";"Ahorro"
14659;"M";"V";"nunca";"Riesgo_Tomador"
14660;"H";"C";"parcial";"Ahorro"
14661;"H";"C";"total";"No_vida"
14662;"M";"";"nunca";"Ahorro"
14663;"H";"S";"total";"Ahorro"
14664;"M";"C";"nunca";"Vida_Riesgo"
14665;"H";"C";"fallecido";"Ahorro"
14666;"H";"C";"total";"Autos"
14667;"M";"C";"parcial";"Ahorro"
14668;"M";"C";"nunca";"No_vida"
14669;"M";"V";"parcial";"Ahorro"
14670;"H";"C";"parcial";"Ahorro"
14671;"M";"C";"parcial";"No_vida"
14672;"H";"V";"parcial";"Ahorro"
14673;"H";"S";"total";"Vida_Riesgo"
14674;"M";"C";"parcial";"Ahorro"
14675;"M";"V";"parcial";"Ahorro"
14676;"M";"";"total";"Ahorro"
14677;"M";"C";"parcial";"Ahorro"
14678;"M";"S";"nunca";"Ahorro"
14679;"M";"C";"total";"No_vida"
14680;"H";"D";"nunca";"Ahorro"
14681;"H";"";"total";"Autos"
14682;"H";"C";"total";"Ahorro"
14683;"H";"C";"total";"No_vida"
14684;"M";"S";"total";"Ahorro"
14685;"H";"C";"total";"Autos"
14686;"H";"C";"parcial";"Vida_Riesgo"
14687;"H";"";"total";"Ahorro"
14688;"H";"";"total";"No_vida"
14689;"M";"C";"nunca";"Jubilacion"
14690;"H";"C";"total";"No_vida"
14691;"M";"C";"nunca";"No_vida"
14692;"M";"S";"total";"No_vida"
14693;"M";"S";"total";"No_vida"
14694;"M";"";"parcial";"Autos"
14695;"H";"S";"total";"No_vida"
14696;"H";"S";"nunca";"No_vida"
14697;"H";"C";"parcial";"Ahorro"
14698;"H";"S";"total";"No_vida"
14699;"H";"C";"total";"Ahorro"
14700;"H";"S";"total";"No_vida"
14701;"H";"S";"nunca";"Vida_Riesgo"
14702;"M";"C";"parcial";"Ahorro"
14703;"M";"C";"parcial";"Ahorro"
14704;"M";"C";"parcial";"Ahorro"
14705;"M";"S";"nunca";"No_vida"
14706;"H";"";"nunca";"Jubilacion_GOLF"
14707;"M";"S";"total";"Autos"
14708;"H";"";"total";"Autos"
14709;"M";"C";"nunca";"Ahorro"
14710;"H";"";"total";"Ahorro"
14711;"M";"S";"parcial";"Riesgo_Tomador"
14712;"M";"C";"parcial";"Ahorro"
14713;"H";"";"nunca";"Ahorro"
14714;"H";"";"nunca";"Ahorro"
14715;"H";"C";"parcial";"Autos"
14716;"M";"V";"parcial";"Autos"
14717;"M";"";"total";"No_vida"
14718;"M";"D";"nunca";"No_vida"
14719;"M";"C";"parcial";"Ahorro"
14720;"M";"C";"parcial";"Ahorro"
14721;"M";"C";"total";"No_vida"
14722;"H";"";"total";"No_vida"
14723;"H";"C";"nunca";"Ahorro"
14724;"M";"S";"nunca";"No_vida"
14725;"H";"C";"parcial";"Ahorro"
14726;"M";"C";"nunca";"Vida_Riesgo"
14727;"M";"";"total";"Autos"
14728;"H";"C";"parcial";"Vida_Riesgo"
14729;"H";"C";"parcial";"No_vida"
14730;"H";"D";"parcial";"No_vida"
14731;"H";"";"nunca";"No_vida"
14732;"M";"V";"nunca";"Jubilacion"
14733;"H";"";"total";"Ahorro"
14734;"H";"";"nunca";"Ahorro"
14735;"M";"C";"nunca";"No_vida"
14736;"M";"S";"parcial";"No_vida"
14737;"M";"C";"nunca";"Ahorro"
14738;"M";"S";"parcial";"Ahorro"
14739;"M";"";"total";"No_vida"
14740;"M";"";"nunca";"Ahorro"
14741;"M";"C";"total";"Vida_Riesgo"
14742;"M";"C";"total";"No_vida"
14743;"M";"C";"parcial";"Ahorro"
14744;"H";"C";"total";"Ahorro"
14745;"M";"S";"nunca";"No_vida"
14746;"M";"S";"nunca";"No_vida"
14747;"H";"S";"parcial";"Ahorro"
14748;"M";"S";"total";"No_vida"
14749;"H";"C";"parcial";"No_vida"
14750;"H";"D";"total";"Ahorro"
14751;"H";"C";"total";"No_vida"
14752;"M";"D";"total";"No_vida"
14753;"M";"";"total";"Ahorro"
14754;"H";"C";"parcial";"Ahorro"
14755;"H";"C";"total";"No_vida"
14756;"M";"S";"total";"No_vida"
14757;"H";"S";"nunca";"No_vida"
14758;"M";"S";"total";"No_vida"
14759;"M";"C";"nunca";"No_vida"
14760;"M";"C";"nunca";"No_vida"
14761;"H";"C";"parcial";"Ahorro"
14762;"H";"C";"parcial";"Ahorro"
14763;"H";"C";"nunca";"Ahorro"
14764;"H";"C";"parcial";"Ahorro"
14765;"M";"";"nunca";"Ahorro"
14766;"M";"";"total";"Salud"
14767;"H";"C";"total";"Ahorro"
14768;"H";"";"total";"Autos"
14769;"M";"S";"parcial";"Ahorro"
14770;"H";"C";"total";"Ahorro"
14771;"H";"S";"nunca";"No_vida"
14772;"M";"V";"total";"Ahorro"
14773;"M";"";"parcial";"Ahorro"
14774;"M";"C";"nunca";"Ahorro"
14775;"M";"S";"nunca";"No_vida"
14776;"M";"C";"nunca";"Ahorro"
14777;"H";"";"total";"Autos"
14778;"H";"";"total";"No_vida"
14779;"M";"";"total";"Vida_Riesgo"
14780;"M";"D";"parcial";"No_vida"
14781;"H";"C";"nunca";"Jubilacion"
14782;"M";"";"total";"Ahorro"
14783;"M";"C";"nunca";"No_vida"
14784;"M";"";"total";"Ahorro"
14785;"M";"S";"parcial";"No_vida"
14786;"H";"";"nunca";"Ahorro"
14787;"H";"";"total";"Autos"
14788;"H";"S";"total";"No_vida"
14789;"H";"";"nunca";"Vida_Riesgo"
14790;"H";"C";"total";"Autos"
14791;"M";"S";"nunca";"No_vida"
14792;"H";"C";"parcial";"Ahorro"
14793;"H";"C";"nunca";"No_vida"
14794;"H";"C";"total";"Ahorro"
14795;"M";"C";"parcial";"Riesgo_Tomador"
14796;"H";"S";"nunca";"No_vida"
14797;"H";"C";"nunca";"No_vida"
14798;"H";"C";"total";"Ahorro"
14799;"H";"C";"nunca";"No_vida"
14800;"M";"C";"nunca";"No_vida"
14801;"M";"";"nunca";"Ahorro"
